question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u,period
207965,88070,YouGov,2024-09-06,1077.0,-1.0,-0.18059504233318524,1.4142014404187997,-0.18059504233318524,3.0962383051199125,-1.477066965773554,1.323348303365136,-0.8194049576668148,-2.4142014404187995,1.2964719234403688,-2.8912684061923537,0.0,0.3954195900955422,after_dropout
209113,88125,co/efficient,2024-09-06,931.0,0.0,-1.6355933920734897,1.4142014404187997,-0.8892453530511998,2.2175520733318033,-1.477066965773554,1.323348303365136,1.6355933920734897,-1.4142014404187997,-0.15852642629993574,-2.8912684061923537,0.48704543949791973,0.3954195900955422,after_dropout
208315,88088,Morning Consult,2024-09-08,1368.0,-3.0700000000000003,-1.3336534796314368,1.4142014404187997,-1.0894924549465994,1.7709384757984958,-1.5716005389001302,1.200747421211013,-1.7363465203685635,-4.4842014404188,0.23794705926869342,-2.98580197931893,0.4505927995428894,0.3954195900955422,after_dropout
208775,88117,Redfield & Wilton Strategies,2024-09-09,556.0,-3.0,-3.5032418913324084,1.4142014404187997,-1.5106202691112145,1.707476379821288,-1.63238543071684,1.1760128896925062,0.5032418913324083,-4.4142014404187995,-1.8708564606155684,-3.0465868711356396,0.1744703935778788,0.3954195900955422,after_dropout
209316,88160,Mitchell,2024-09-11,580.0,0.0,-0.9276425042624608,1.4142014404187997,-1.4039614207779172,1.7401795847482369,-1.665414916879585,1.108920710804845,0.9276425042624608,-1.4142014404187997,0.7377724126171243,-3.079616357298385,0.1829552596417955,0.3954195900955422,after_dropout
209317,88160,Mitchell,2024-09-11,580.0,-1.0,-1.9276425042624608,1.4142014404187997,-1.4871588136797325,1.5959730096108027,-1.665414916879585,1.108920710804845,0.9276425042624608,-2.4142014404187995,-0.26222758738287566,-3.079616357298385,0.15887034213308684,0.3954195900955422,after_dropout
209238,88143,InsiderAdvantage,2024-09-12,800.0,0.6000000000000014,-1.4485977625043578,1.4142014404187997,-1.4796029071667733,1.5381699864303298,-1.693087614968021,1.0882728161864634,2.048597762504359,-0.8142014404187983,0.24448985246366317,-3.1072890553868207,0.1959465907346511,0.3954195900955422,after_dropout
209903,88212,Quinnipiac,2024-09-16,905.0,-5.0,-4.477782573185625,1.4142014404187997,-2.300546066884091,1.6931406505683186,-1.835804802423429,0.8112137829790188,-0.5222174268143753,-6.4142014404187995,-2.6419777707621956,-3.250006242842229,0.2738138641329027,0.3954195900955422,after_dropout
209906,88212,Quinnipiac,2024-09-16,905.0,-5.0,-4.477782573185625,1.4142014404187997,-2.7609270943675472,1.5035127050576804,-1.835804802423429,0.811213782979019,-0.5222174268143753,-6.4142014404187995,-2.6419777707621956,-3.250006242842229,0.21145200631671596,0.3954195900955422,after_dropout
210727,88344,Focaldata,2024-09-16,1114.0,-3.4299999999999997,-1.6889482571851235,1.4142014404187997,-2.5386257197112143,1.3385698722776205,-1.835804802423429,0.811213782979019,-1.7410517428148762,-4.844201440418799,0.1468565452383055,-3.250006242842229,0.20737477918932373,0.3954195900955422,after_dropout
210719,88344,Focaldata,2024-09-16,1114.0,-2.5,-0.7589482571851238,1.4142014404187997,-2.231859003624776,1.217751325651404,-1.835804802423429,0.8112137829790189,-1.7410517428148762,-3.9142014404187995,1.0768565452383052,-3.250006242842229,0.17237208569861354,0.3954195900955422,after_dropout
210634,88344,Focaldata,2024-09-16,1114.0,-1.2000000000000028,0.5410517428148733,1.4142014404187997,-1.8386779475561226,1.1281178735609632,-1.835804802423429,0.8112137829790189,-1.7410517428148762,-2.6142014404188023,2.3768565452383026,-3.250006242842229,0.14179362122401107,0.3954195900955422,after_dropout
210626,88344,Focaldata,2024-09-16,1114.0,-0.7000000000000028,1.0410517428148733,1.4142014404187997,-1.4704452520587907,1.0535252515450346,-1.835804802423429,0.8112137829790189,-1.7410517428148762,-2.1142014404188023,2.8768565452383026,-3.250006242842229,0.12787057643937835,0.3954195900955422,after_dropout
210074,88234,Marist College,2024-09-17,1282.0,-3.0,-1.457263558925039,1.4142014404187997,-1.4682562060435536,1.1204232982412208,-1.965968161180316,0.8210886888469213,-1.542736441074961,-4.4142014404187995,0.508704602255277,-3.380169601599116,0.1660671351567336,0.3954195900955422,after_dropout
