pollster,house_effect,n_polls
PPP,4.823262374212387,2
SoCal Research,4.324026625776404,1
Global Strategy Group/North Star Opinion Research,3.3231012753660853,2
AtlasIntel,3.25881887513938,12
Trafalgar Group,2.5245858611771457,4
Fabrizio/McLaughlin,2.3233252089522627,1
Fabrizio/Impact,2.073914428188027,4
The Washington Post,1.8260810638948706,2
Fabrizio Ward,1.8242788549204891,2
InsiderAdvantage,1.5447946603775575,5
Siena/NYT,1.4914190337395594,12
OnMessage Inc.,1.326380341601859,1
Echelon Insights,1.3262765702701458,2
Public Opinion Strategies,1.3243523716005288,1
co/efficient,1.3237539115815502,1
Civiqs,1.3233036258674664,1
Patriot Polling,1.1586981831765901,3
Mitchell,1.086762753915017,8
EPIC-MRA,0.9913785958786606,3
Redfield & Wilton Strategies,0.9077330440142077,12
Navigator,0.8246897335263671,2
Z to A Research,0.8240273618705557,2
Washington Post/George Mason University,0.8239849647118288,2
Emerson,0.8100622134897987,7
ActiVote,0.657943441739155,3
Quantus Insights,0.6260810638948674,1
Suffolk,0.42470412567201216,2
MRG (Marketing Resource Group),0.42354094647053436,1
Beacon/Shaw,0.3252962595872496,6
Cygnal,0.32393027107920885,1
SoCal Strategies,0.32375663465414,1
Glengariff Group Inc.,0.14908774528098842,4
RMG Research,-0.1763839015645514,2
Quinnipiac,-0.3428168850080511,6
Florida Atlantic University/Mainstreet Research,-0.6735343840839002,2
Remington,-0.6765991794055236,1
Fabrizio/GBAO,-0.6767745155676218,2
OnMessage Public Strategies,-0.6768662838524361,1
TIPP,-0.8007772935895229,4
YouGov,-0.9603414781494608,7
Research Co.,-1.1751951053908765,2
Benenson Strategy Group/GS Strategy Group,-1.4262124537833885,4
Marist College,-2.1751193100776787,4
Morning Consult,-2.180317885747287,19
University of Massachusetts Lowell/YouGov,-3.1755500873012807,2
Focaldata,-3.3783113770370674,10
Michigan State University/YouGov,-3.4765669127781624,1
CNN/SSRS,-3.674951026722007,2
Susquehanna,-3.77409501430741,1
CES / YouGov,-4.674406085400442,2
RG Strategies,-4.6767679113654985,1
Bullfinch,-5.425562317744381,4
