question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u
211685,88524,ActiVote,2024-10-06,400.0,-1.5999999999999943,-0.6539164611334284,3.21185245285211,-0.6539164611334284,4.999369960304998,0.6888877878519412,0.374127466014721,-0.9460835388665659,-4.811852452852104,-1.3428042489853695,-2.5229646650001687,0.0,0.0001
212189,88610,Emerson,2024-10-08,1000.0,0.8999999999999986,0.5460130644112191,3.21185245285211,0.2058387546032041,2.661888746635066,0.6888985329937087,0.3738630756593036,0.3539869355887794,-2.3118524528521114,-0.14288546858248963,-2.5229539198584012,0.7165047591827445,0.0001
212307,88642,Fabrizio/GBAO,2024-10-08,600.0,1.0,1.2452533398819219,3.21185245285211,0.5368371371271685,2.197554931416898,0.6888985329937087,0.3738630756593036,-0.24525333988192188,-2.21185245285211,0.5563548068882131,-2.5229539198584012,0.31844692888854126,0.0001
212314,88642,Fabrizio/GBAO,2024-10-08,600.0,0.0,0.24525333988192188,3.21185245285211,0.4681341579969773,1.9212965047467123,0.6888985329937087,0.3738630756593042,-0.24525333988192188,-3.21185245285211,-0.44364519311178685,-2.5229539198584012,0.2356200165416128,0.0001
212249,88628,Fabrizio/McLaughlin,2024-10-09,800.0,1.0,0.7452593203919259,3.21185245285211,0.5338577001009388,1.6780946417086404,0.6889045135310552,0.3737394409306288,0.2547406796080741,-2.21185245285211,0.05635480686087069,-2.522947939321055,0.2371619434914201,0.0001
212606,88704,Trafalgar Group,2024-10-13,1085.0,1.8999999999999986,0.09584464097089551,3.21185245285211,0.4238052410367082,1.4521604348976624,0.6889265372134237,0.3732570131087774,1.804155359029103,-1.3118524528521114,-0.5930818962425282,-2.5229259156386865,0.2512538308396799,0.0001
212949,88724,Redfield & Wilton Strategies,2024-10-14,620.0,2.0,0.9459413878355623,3.21185245285211,0.4875874353339071,1.3606095266362974,0.6889391095330765,0.3731407333326046,1.0540586121644377,-1.21185245285211,0.2570022783024858,-2.5229133433190336,0.12215625117747324,0.0001
212959,88735,Quinnipiac,2024-10-14,1031.0,-2.0,1.245293916180147,3.21185245285211,0.6132926729929958,1.242630396289498,0.6889391095330765,0.3731407333326046,-3.245293916180147,-5.21185245285211,0.5563548066470706,-2.5229133433190336,0.1659022864878965,0.0001
212961,88735,Quinnipiac,2024-10-14,1031.0,-3.0,0.24529391618014706,3.21185245285211,0.5613691157368697,1.1516327516792217,0.6889391095330765,0.3731407333326046,-3.245293916180147,-6.21185245285211,-0.4436451933529294,-2.5229133433190336,0.14109709963648787,0.0001
213091,88758,Cygnal,2024-10-14,600.0,0.6000000000000014,0.7452939161801471,3.21185245285211,0.5757527386953355,1.1056851026597998,0.6889391095330765,0.3731407333326046,-0.14529391618014564,-2.6118524528521085,0.0563548066470706,-2.5229133433190336,0.07820382527967885,0.0001
213466,88813,Washington Post/George Mason University,2024-10-15,965.0,4.0,1.2453031743865148,3.21185245285211,0.6505329934004833,1.0421546350362096,0.6889483678324244,0.3730372333382779,2.754696825613485,0.78814754714789,0.5563548065540904,-2.5229040850196855,0.11168726165931314,0.0001
213506,88813,Washington Post/George Mason University,2024-10-15,965.0,3.0,0.24530317438651483,3.21185245285211,0.6109848379472149,0.989995130874297,0.6889483678324244,0.3730372333382779,2.754696825613485,-0.21185245285210996,-0.4436451934459096,-2.5229040850196855,0.09759438619176532,0.0001
213072,88751,Morning Consult,2024-10-15,1072.0,1.0,-0.2208652981864283,3.21185245285211,0.5296809352118529,0.9403710216276069,0.6889483678324244,0.3730372333382779,1.2208652981864283,-2.21185245285211,-0.9098136660188527,-2.5229040850196855,0.0977386420987493,0.0001
213391,88799,AtlasIntel,2024-10-17,1674.0,-1.7000000000000028,-2.553503804726464,3.21185245285211,0.1295046502196674,0.8773231524032171,0.6889843890592415,0.372853436371328,0.8535038047264616,-4.911852452852113,-3.2424881937857055,-2.5228680637928687,0.1297931582913165,0.0001
