pollster,house_effect,n_polls
SoCal Research,4.944950832974683,3
AtlasIntel,3.7281004335165577,14
J.L. Partners,3.454821981906851,7
OnMessage Inc.,3.2692244102720327,3
HarrisX/Harris Poll,2.333351093578731,9
McLaughlin,2.3247578753963976,8
Siena/NYT,2.2681200142690683,18
Beacon/Shaw,2.232704119466465,7
Pew,2.0762130599265847,4
Quinnipiac,2.048486896505601,6
Fabrizio/GBAO,1.9710141315870873,6
Quantus Insights,1.8777287254725685,2
Big Data Poll,1.6212109077641534,15
Manhattan Institute,1.5226194123960288,2
CNN/SSRS,1.5012403370758551,5
Hart/POS,1.4566398875909568,9
Yale Youth Poll,1.2684987295858066,1
HarrisX,1.1654302678792852,47
ActiVote,1.1590674335094877,16
Kaiser Family Foundation,1.1491354811446834,1
Quantus Polls and News,1.081144804252299,2
Redfield & Wilton Strategies,1.0806214410415476,11
RMG Research,1.0547916616712962,15
TIPP,0.8591232354453828,36
SoCal Strategies,0.7939792052180645,4
Noble Predictive Insights,0.7653555208137716,7
Cygnal,0.6254585718002338,8
co/efficient,0.5684987295858036,1
Florida Atlantic University/Mainstreet Research,0.5299112998478586,14
McCourtney Institute/YouGov,0.5212255577363661,1
Change Research,0.5073317363333161,4
Patriot Polling,0.482148626069005,2
Emerson,0.4298685957341296,8
Suffolk,0.2601407496619232,3
Echelon Insights,0.25298422677537113,8
SurveyUSA,0.24360961579257898,3
YouGov,0.13687387632646414,56
American Pulse,-0.004333838510559913,4
SurveyMonkey,-0.08934484398269117,3
Survey Center on American Life,-0.0910289161816916,1
YouGov/SNF Agora,-0.1639769358094488,1
Paradigm,-0.19284660309897958,1
ABC News/Ipsos,-0.548260615853459,20
Echelon Insights/GBAO,-0.5828976723388363,1
Tufts,-0.585799541513049,2
Research Co.,-0.6127846597707972,2
Data for Progress,-0.6436324791125305,6
UMass Amherst/YouGov,-0.7032634342750089,2
Monmouth,-0.7336759043209585,2
Marist College,-0.8388260795430704,12
Ipsos,-0.862976573417612,41
Kaplan Strategies,-0.8716852865355504,3
Deltapoll,-1.0074275477769823,1
Leger,-1.0945553678764333,7
Navigator,-1.2446253118220705,2
Institute for Global Affairs/YouGov,-1.2992300307017168,1
Morning Consult,-1.3649553015933955,146
Angus Reid,-1.395703510961708,5
Big Village,-1.4053865715459084,33
John Zogby Strategies,-1.4434621142409232,2
Embold Research,-1.5087642137939024,1
Susquehanna,-1.9181072039702656,1
Targoz Market Research,-1.969496384920371,2
Marquette Law School,-1.9767699549032,8
RABA Research,-2.3231463055581663,1
Clarity,-2.3704276963173565,4
CES / YouGov,-2.4792447314369603,2
ABC/Washington Post,-2.512813201550799,6
Fairleigh Dickinson,-2.543701665131029,2
Outward Intelligence,-2.7941713819297256,12
Civiqs,-3.163976935809449,1
Split Ticket/Data for Progress,-3.298134295948478,1
Gateway Political Strategies,-3.6475745133486273,1
PRRI,-3.8508645188553166,1
Bullfinch,-4.0468529580565145,2
Bendixen & Amandi International,-4.291623910898724,1
