pollster,house_effect,n_polls
Quinnipiac,4.4114687606282645,6
Fabrizio/McLaughlin,4.198564195025191,1
Florida Atlantic University/Mainstreet Research,2.91742778706557,10
OnMessage Public Strategies,2.3140602702731994,1
RMG Research,2.1788997500447413,1
CES / YouGov,2.140127896439872,2
U. Georgia SPIA,1.898514573230532,3
Siena/NYT,1.4811283098355523,12
InsiderAdvantage,1.147735816993242,5
National Public Affairs,1.131499953850156,1
YouGov,1.0857533544227684,5
Trafalgar Group,1.0484040349928012,3
AtlasIntel,0.9542284296422661,12
East Carolina University,0.9456849653219445,2
The Citadel,0.6401278964398719,2
ActiVote,0.5974051551454687,3
SoCal Research,0.4827717291908963,1
Patriot Polling,0.4697591271948305,2
SoCal Strategies,0.1632490703642735,1
Redfield & Wilton Strategies,0.15488915258924357,13
Global Strategy Group/North Star Opinion Research,-0.19820320999036534,2
Emerson,-0.5707823791642516,6
Spry Strategies,-0.8345928491538136,2
CNN/SSRS,-0.9159070445627605,2
Benenson Strategy Group/GS Strategy Group,-0.9216285246226653,4
Marist College,-1.0592847737155537,4
Morning Consult,-1.1190503112943078,19
Data for Progress,-1.7095131298799888,1
Fabrizio/Impact,-1.728415633398845,2
Landmark Communications,-1.8631108977438413,2
Focaldata,-2.06613371077128,10
TIPP,-2.102728621713326,8
Fabrizio/GBAO,-2.281307085382365,2
Institute for Global Affairs/YouGov,-2.51176435743436,1
Bullfinch,-2.741374050849037,1
Beacon/Shaw,-3.210706188741061,6
PPP,-3.779918233006534,1
Washington Post/George Mason University,-5.899221185058661,2
