question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u
207965,88070,YouGov,2024-09-06,1077.0,-1.0,0.29497869112821484,1.4142014404187997,0.29497869112821484,3.0317275688947194,-1.3489392183209477,0.28853439326270025,-1.2949786911282148,-2.4142014404187995,1.6439179094491625,-2.763140658739747,0.0,0.0001
209113,88125,co/efficient,2024-09-06,931.0,0.0,-1.3028408783858767,1.4142014404187997,-0.4664336859119179,2.1934876039343827,-1.3489392183209477,0.2885343932627018,1.3028408783858767,-1.4142014404187997,0.04609833993507095,-2.763140658739747,0.47653213890206875,0.0001
208315,88088,Morning Consult,2024-09-08,1368.0,-3.0700000000000003,-1.2415990218269082,1.4142014404187997,-0.7832735057008656,1.686685288320309,-1.3489759023529362,0.28819959954848257,-1.828400978173092,-4.4842014404188,0.107376880526028,-2.763177342771736,0.4087383750396372,0.0001
208775,88117,Redfield & Wilton Strategies,2024-09-09,556.0,-3.0,-3.428581222960073,1.4142014404187997,-1.1681239658477292,1.5591996903791316,-1.3489957870923877,0.2880361867959968,0.4285812229600727,-4.4142014404187995,-2.0795854358676853,-2.7631972275111876,0.14548419362931647,0.0001
209316,88160,Mitchell,2024-09-11,580.0,0.0,-1.0659704208898604,1.4142014404187997,-1.155040368664423,1.4559902976009886,-1.34901066690382,0.28771249464826265,1.0659704208898604,-1.4142014404187997,0.2830402460139596,-2.7632121073226195,0.12807775969695467,0.0001
209317,88160,Mitchell,2024-09-11,580.0,-1.0,-2.0659704208898604,1.4142014404187997,-1.2614207557292263,1.3683348722185784,-1.34901066690382,0.28771249464826265,1.0659704208898604,-2.4142014404187995,-0.7169597539860404,-2.7632121073226195,0.11678216873503293,0.0001
209238,88143,InsiderAdvantage,2024-09-12,800.0,0.6000000000000014,-1.4789740922380887,1.4142014404187997,-1.2906281782741449,1.2732075926447413,-1.349015345001606,0.2875540240009067,2.07897409223809,-0.8142014404187983,-0.1299587472364827,-2.763216785420406,0.13425407770626793,0.0001
209903,88212,Quinnipiac,2024-09-16,905.0,-5.0,-4.636324885818659,1.4142014404187997,-1.7392985517498158,1.184911001704549,-1.3490297521806391,0.2869286142161481,-0.36367511418134013,-6.4142014404187995,-3.28729513363802,-2.763231192599439,0.13410371970176596,0.0001
209906,88212,Quinnipiac,2024-09-16,905.0,-5.0,-4.636324885818659,1.4142014404187997,-2.0756022270912107,1.1140143432810388,-1.3490297521806391,0.2869286142161481,-0.36367511418134013,-6.4142014404187995,-3.28729513363802,-2.763231192599439,0.11608581923694831,0.0001
210727,88344,Focaldata,2024-09-16,1114.0,-3.4299999999999997,-1.0441424188211186,1.4142014404187997,-1.9460571561431235,1.0417112856962585,-1.3490297521806391,0.2869286142161481,-2.385857581178881,-4.844201440418799,0.30488733335952056,-2.763231192599439,0.12559391060069838,0.0001
210719,88344,Focaldata,2024-09-16,1114.0,-2.5,-0.11414241882111886,1.4142014404187997,-1.740866177524473,0.9816386417647008,-1.3490297521806391,0.2869286142161481,-2.385857581178881,-3.9142014404187995,1.2348873333595203,-2.763231192599439,0.11200902227502701,0.0001
210634,88344,Focaldata,2024-09-16,1114.0,-1.2000000000000028,1.1858575811788783,1.4142014404187997,-1.4571114535714984,0.9328392621641032,-1.3490297521806391,0.2869286142161481,-2.385857581178881,-2.6142014404188023,2.534887333359517,-2.763231192599439,0.09695302575419297,0.0001
210626,88344,Focaldata,2024-09-16,1114.0,-0.7000000000000028,1.6858575811788783,1.4142014404187997,-1.170731790671684,0.8893253534893826,-1.3490297521806391,0.2869286142161481,-2.385857581178881,-2.1142014404188023,3.034887333359517,-2.763231192599439,0.09111755786755925,0.0001
