question_id,poll_id,pollster,end_date,sample_size,poll_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,total_error,sampling_noise,systematic_bias,weight,period
203394,87450,SurveyUSA,2024-04-22,1109.0,7.0,1.4723355621959089,7.0,2.834090791851357,6.602346935951597,2.3015720939298827,5.527664437804091,0.39765306404840306,5.130011373755688,0.0,before_dropout
199334,86965,McLaughlin,2024-05-15,1000.0,7.0,1.4723355621959089,7.0,2.4244919485036007,6.133558413369229,2.1253706190528,5.527664437804091,0.8664415866307706,4.661222851173321,0.664123964338356,before_dropout
201737,87276,Data for Progress,2024-06-28,1011.0,3.0,1.4723355621959089,4.107801599608732,2.5777434818976253,3.463487522354008,1.1485476578484486,1.5276644378040911,-0.4634875223540078,1.991151960158099,0.723049600097817,before_dropout
201882,87294,CNN/SSRS,2024-06-30,1274.0,2.0,1.4723355621959089,3.0359653372126907,1.9158615672156405,3.3836475201761607,0.8607736173029052,0.5276644378040911,-1.3836475201761607,1.9113119579802518,0.5085090848185164,before_dropout
202057,87304,HarrisX,2024-06-30,1500.0,6.0,1.4723355621959089,4.090882643341343,1.537583816768603,3.3836475201761607,0.8607736173029052,4.527664437804091,2.6163524798238393,1.9113119579802518,0.3559058601347909,before_dropout
202058,87304,HarrisX,2024-06-30,1500.0,3.0,1.4723355621959089,3.7640719812100816,1.2868173876811728,3.3836475201761607,0.8607736173029052,1.5276644378040911,-0.38364752017616066,1.9113119579802518,0.2995837032755876,before_dropout
202059,87304,HarrisX,2024-06-30,1500.0,5.0,1.4723355621959089,4.054809928659744,1.125330026546504,3.3836475201761607,0.8607736173029052,3.5276644378040913,1.6163524798238393,1.9113119579802518,0.23523857621928584,before_dropout
201923,87298,YouGov,2024-07-01,1176.0,2.0,1.4723355621959089,3.6917681705798397,1.1754070290287266,3.16545486419601,0.8691694936263856,0.5276644378040911,-1.1654548641960099,1.693119302000101,0.17667899741787763,before_dropout
202062,87297,Ipsos,2024-07-02,1070.0,1.0,1.4723355621959089,3.1547461227876408,1.1981260268234442,3.008620906428689,0.8593001462922737,-0.4723355621959089,-2.008620906428689,1.5362853442327802,0.19950531166156044,before_dropout
201892,87297,Ipsos,2024-07-02,892.0,1.0,1.4723355621959089,2.872615265002277,1.11693712952829,3.008620906428689,0.8593001462922737,-0.4723355621959089,-2.008620906428689,1.5362853442327802,0.13093461675214202,before_dropout
202142,87314,J.L. Partners,2024-07-03,1000.0,11.0,1.4723355621959089,4.189764003467325,1.1791263225858144,3.053502863485442,0.8709769582603122,9.527664437804091,7.946497136514558,1.5811673012895333,0.1620630475130838,before_dropout
202610,87366,Split Ticket/Data for Progress,2024-07-03,2067.0,0.0,1.4723355621959089,3.1925103564533743,1.0292756802592686,3.053502863485442,0.8709769582603122,-1.4723355621959089,-3.053502863485442,1.5811673012895333,0.2380214365746265,before_dropout
202427,87358,Bendixen & Amandi International,2024-07-06,1000.0,-1.0,1.4723355621959089,2.284438156993906,1.340713555015598,2.891445651954636,0.9399297078332639,-2.4723355621959087,-3.891445651954636,1.4191100897587272,0.21659390729034378,before_dropout
202570,87364,Redfield & Wilton Strategies,2024-07-08,1101.0,7.0,1.4723355621959089,3.528631984462052,1.3890201714291224,3.16949659205122,0.8232074181213536,5.527664437804091,3.83050340794878,1.6971610298553113,0.2638484806033194,before_dropout
202463,87361,Emerson,2024-07-08,1370.0,6.200000000000003,1.4723355621959089,4.127800434157843,1.2233690269426762,3.16949659205122,0.8232074181213536,4.727664437804094,3.0305034079487827,1.6971610298553113,0.22429273922976584,before_dropout
202541,87363,YouGov,2024-07-09,1443.0,4.0,1.4723355621959089,4.095025714568523,1.1911883199387794,2.9058873777754215,0.7594964074640067,2.5276644378040913,1.0941126222245785,1.4335518155795126,0.2564523337130534,before_dropout
202656,87367,ABC/Washington Post,2024-07-09,2041.0,-2.0,1.4723355621959089,2.682012591155473,1.044020301626585,2.9058873777754215,0.7594964074640067,-3.4723355621959087,-4.9058873777754215,1.4335518155795126,0.23183054339469347,before_dropout
202873,87394,Hart/POS,2024-07-09,800.0,2.0,1.4723355621959089,2.622943837665366,0.9977855142415367,2.9058873777754215,0.7594964074640067,0.5276644378040911,-0.9058873777754215,1.4335518155795126,0.08660947650545872,before_dropout
202866,87393,Beacon/Shaw,2024-07-10,1210.0,1.0,1.4723355621959089,2.3805662670345304,1.0941207713711514,3.0228905705466493,0.7553841402636031,-0.4723355621959089,-2.0228905705466493,1.5505550083507404,0.14934439812747932,before_dropout
