pollster,house_effect,n_polls
Echelon Insights,5.550628672298855,2
Institute for Global Affairs/YouGov,5.286736029219327,1
co/efficient,3.382397077492759,1
Z to A Research,2.9723145766134857,2
Navigator,2.8859981466720575,2
Trafalgar Group,2.7910635889758213,5
Quantus Insights,2.5178255076940608,1
Remington,2.449399976668584,1
American Pulse,2.2949317481117832,2
Fabrizio/GBAO,2.1822057316428913,2
Fabrizio/McLaughlin,2.1406905104404723,1
AtlasIntel,2.0460889833425724,12
Wick,1.945530788101039,2
InsiderAdvantage,1.9002264148344932,5
Hunt Research,1.8311802315313066,2
Fabrizio Ward,1.7618619601240935,2
OnMessage Inc.,1.7353383980902126,2
Patriot Polling,1.6939803226815353,3
Emerson,1.5997333513219802,10
Global Strategy Group/North Star Opinion Research,1.4973511041141339,2
OnMessage Public Strategies,1.477257220715564,1
RMG Research,1.449399976668584,1
RG Strategies,1.4428759653066583,1
Quantus Polls and News,1.3079280253308132,1
PPP,1.2584907758897572,1
Cygnal,1.2208011245076709,2
J.L. Partners,1.1822057316428911,1
Redfield & Wilton Strategies,1.0265680660790917,13
CNN/SSRS,0.7298064189472215,2
SoCal Strategies,0.6993095286189516,3
Fabrizio,0.40512021318658464,2
Monmouth,0.228479007550031,2
North Star Opinion Research,0.15889758735821244,1
Spry Strategies,0.08555818846308408,2
The Washington Post,0.05346938611790622,4
TIPP,-0.2093094895595293,4
Beacon/Shaw,-0.21250259024806004,10
Muhlenberg,-0.2475387846698491,2
University of Massachusetts Lowell/YouGov,-0.36107559231410946,3
YouGov/Center for Working Class Politics,-0.6227427792844302,1
Suffolk,-0.7131643328289315,2
Susquehanna,-0.7628104656493079,3
Research Co.,-0.7886485084518863,2
Marist College,-0.9828595565727418,4
Fabrizio/Impact,-1.0562262820526014,2
Focaldata,-1.165913570841214,10
YouGov,-1.2545262026001562,10
Benenson Strategy Group/GS Strategy Group,-1.279580690264434,4
Morning Consult,-1.3813975241196546,18
ActiVote,-1.3896858104027903,3
Quinnipiac,-1.403155042488583,8
Bullfinch,-1.4742846413106612,8
Siena/NYT,-1.6052315334606835,16
CES / YouGov,-1.7794710603039456,2
Washington Post/George Mason University,-1.822987338434985,2
Franklin and Marshall College,-1.8316321403674976,5
Data for Progress,-2.0266743079337086,1
Florida Atlantic University/Mainstreet Research,-2.5200155156783035,2
Public Opinion Strategies,-2.8164875666938918,1
MassINC Polling Group,-3.033331504726374,2
GQR,-3.7415092241102426,1
Survation,-3.840443432468172,1
