question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u,period
203394,87450,SurveyUSA,2024-04-22,1109.0,7.0,6.756390384207421,1.4723355621959089,6.756390384207421,2.7836959372969896,5.114534677900849,1.889814339142205,0.24360961579257898,5.527664437804091,1.641855706306572,3.6421991157049405,0.0,0.12858435175658867,before_dropout
199334,86965,McLaughlin,2024-05-15,1000.0,7.0,4.675242124603603,1.4723355621959089,5.617097395133722,2.201214539294905,4.487910206498369,1.65273732980798,2.3247578753963976,5.527664437804091,0.18733191810523397,3.0155746443024602,0.5474348037513592,0.12858435175658867,before_dropout
201575,87250,McLaughlin,2024-06-24,1000.0,5.0,2.6752421246036024,1.4723355621959089,4.059325762015195,2.1678310123329165,3.2892687125478766,1.0027152210536758,2.3247578753963976,3.5276644378040913,-0.6140265879442741,1.8169331503519677,0.529520146257167,0.12858435175658867,before_dropout
201737,87276,Data for Progress,2024-06-28,1011.0,3.0,3.6436324791125303,1.4723355621959089,3.9088541748854766,1.8238805822882247,3.2049895595571654,0.8166596318868398,-0.6436324791125305,1.5276644378040911,0.43864291955536494,1.7326539973612565,0.3619774322043873,0.12858435175658867,before_dropout
201882,87294,CNN/SSRS,2024-06-30,1274.0,2.0,0.49875966292414486,1.4723355621959089,2.7775009244454454,1.5475000576776137,3.1505750838617788,0.7049735353203942,1.5012403370758551,0.5276644378040911,-2.651815420937634,1.6782395216658699,0.3317659514924494,0.12858435175658867,before_dropout
202057,87304,HarrisX,2024-06-30,1500.0,6.0,4.834569732120714,1.4723355621959089,3.322587582355734,1.3267209787300676,3.1505750838617788,0.7049735353203942,1.1654302678792852,4.527664437804091,1.6839946482589356,1.6782395216658699,0.2649822192998497,0.12858435175658867,before_dropout
202058,87304,HarrisX,2024-06-30,1500.0,3.0,1.8345697321207148,1.4723355621959089,2.963179812443344,1.1554402398666024,3.1505750838617788,0.7049735353203942,1.1654302678792852,1.5276644378040911,-1.316005351741064,1.6782395216658699,0.24153458230062566,0.12858435175658867,before_dropout
202059,87304,HarrisX,2024-06-30,1500.0,5.0,3.834569732120715,1.4723355621959089,3.136338081622579,1.0342868146039343,3.1505750838617788,0.7049735353203942,1.1654302678792852,3.5276644378040913,0.6839946482589361,1.6782395216658699,0.19871502443285818,0.12858435175658867,before_dropout
201923,87298,YouGov,2024-07-01,1176.0,2.0,1.863126123673536,1.4723355621959089,2.9671517621706536,1.019361172695795,3.15228637813379,0.6925346843169536,0.13687387632646414,0.5276644378040911,-1.2891602544602543,1.6799508159378813,0.13288150366138557,0.12858435175658867,before_dropout
201892,87297,Ipsos,2024-07-02,892.0,1.0,1.862976573417612,1.4723355621959089,2.846605750345416,1.0199031160944076,3.1751960872275755,0.6790808403551031,-0.862976573417612,-0.4723355621959089,-1.3122195138099635,1.7028605250316666,0.10917290394957312,0.12858435175658867,before_dropout
202062,87297,Ipsos,2024-07-02,1070.0,1.0,1.862976573417612,1.4723355621959089,2.722366816932452,0.9533193909811258,3.1751960872275755,0.6790808403551031,-0.862976573417612,-0.4723355621959089,-1.3122195138099635,1.7028605250316666,0.12630667768620188,0.12858435175658867,before_dropout
202142,87314,J.L. Partners,2024-07-03,1000.0,11.0,7.545178018093149,1.4723355621959089,3.2426440372533376,0.9620233407896291,3.239264764420059,0.6738672697686917,3.454821981906851,9.527664437804091,4.30591325367309,1.7669292022241503,0.10787841336100233,0.12858435175658867,before_dropout
202610,87366,Split Ticket/Data for Progress,2024-07-03,2067.0,0.0,3.298134295948478,1.4723355621959089,3.2521961115939617,0.8753145497298953,3.239264764420059,0.6738672697686917,-3.298134295948478,-1.4723355621959089,0.05886953152841867,1.7669292022241503,0.1721396613611534,0.12858435175658867,before_dropout
202427,87358,Bendixen & Amandi International,2024-07-06,1000.0,-1.0,3.291623910898724,1.4723355621959089,3.257001778014554,1.005746255729187,3.232754106895589,0.6682001488661933,-4.291623910898724,-2.4723355621959087,0.058869804003134796,1.7604185446996803,0.12188523086073975,0.12858435175658867,before_dropout
202570,87364,Redfield & Wilton Strategies,2024-07-08,1101.0,7.0,5.919378558958453,1.4723355621959089,3.6506258266338847,1.039770058661912,3.2265894160852167,0.6163044010420662,1.0806214410415476,5.527664437804091,2.6927891428732362,1.7542538538893078,0.14784686053330828,0.12858435175658867,before_dropout
202463,87361,Emerson,2024-07-08,1370.0,6.200000000000003,5.770131404265873,1.4723355621959089,3.9461513250621163,0.9645618276488628,3.2265894160852167,0.6163044010420662,0.4298685957341296,4.727664437804094,2.5435419881806567,1.7542538538893078,0.13943133792476564,0.12858435175658867,before_dropout
202541,87363,YouGov,2024-07-09,1443.0,4.0,3.8631261236735357,1.4723355621959089,3.9328136019943605,0.9427856806281804,3.1271413954769796,0.5879803404826734,0.13687387632646414,2.5276644378040913,0.7359847281965561,1.6548058332810707,0.16064668130501653,0.12858435175658867,before_dropout
202656,87367,ABC/Washington Post,2024-07-09,2041.0,-2.0,0.5128132015507991,1.4723355621959089,3.3890571336199367,0.8645950742558478,3.1271413954769796,0.5879803404826734,-2.512813201550799,-3.4723355621959087,-2.6143281939261804,1.6548058332810707,0.15899310079142107,0.12858435175658867,before_dropout
202873,87394,Hart/POS,2024-07-09,800.0,2.0,0.5433601124090432,1.4723355621959089,3.215299782879917,0.8377834007909953,3.1271413954769796,0.5879803404826734,1.4566398875909568,0.5276644378040911,-2.5837812830679363,1.6548058332810707,0.061059680438532014,0.12858435175658867,before_dropout
202771,87377,Marist College,2024-07-10,1174.0,-1.0,-0.16117392045692958,1.4723355621959089,2.912563122724453,0.8694856834887275,3.1109908105974253,0.5760685079131218,-0.8388260795430704,-2.4723355621959087,-3.272164731054355,1.6386552484015164,0.0896606006012368,0.12858435175658867,before_dropout
202866,87393,Beacon/Shaw,2024-07-10,1210.0,1.0,-1.2327041194664652,1.4723355621959089,2.555295839361704,0.8311724718849818,3.1109908105974253,0.5760685079131218,2.232704119466465,-0.4723355621959089,-4.34369493006389,1.6386552484015164,0.08618679146339446,0.12858435175658867,before_dropout
203055,87395,Noble Predictive Insights,2024-07-11,2295.0,4.0,3.2346444791862283,1.4723355621959089,2.6707614760014327,0.8247163693349074,3.21441980069781,0.5606847684610863,0.7653555208137716,2.5276644378040913,0.020224678488418135,1.7420842385019013,0.16996521354566022,0.12858435175658867,before_dropout
203095,87395,Noble Predictive Insights,2024-07-11,2535.0,4.0,3.2346444791862283,1.4723355621959089,2.7615560290825165,0.7554074878252439,3.21441980069781,0.5606847684610863,0.7653555208137716,2.5276644378040913,0.020224678488418135,1.7420842385019013,0.16101665162503354,0.12858435175658867,before_dropout
203227,87436,Manhattan Institute,2024-07-13,2100.0,8.0,6.477380587603971,1.4723355621959089,3.429255027191646,0.8240507218038188,3.418510457764268,0.5371214040845401,1.5226194123960288,6.527664437804091,3.0588701298397027,1.9461748955683593,0.17969066827385693,0.12858435175658867,before_dropout
203230,87436,Manhattan Institute,2024-07-13,2100.0,2.0,0.4773805876039712,1.4723355621959089,3.04028465285892,0.767840789033359,3.418510457764268,0.5371214040845401,1.5226194123960288,0.5276644378040911,-2.941129870160297,1.9461748955683593,0.13177063668977007,0.12858435175658867,before_dropout
203160,87432,Big Village,2024-07-14,2019.0,6.899999999999999,8.305386571545906,1.4723355621959089,3.9860120234757925,0.7675714365905879,3.500999624727492,0.5209938717097177,-1.4053865715459084,5.42766443780409,4.804386946818414,2.0286640625315835,0.17962185447166396,0.12858435175658867,before_dropout
203161,87432,Big Village,2024-07-14,1698.0,5.100000000000001,6.50538657154591,1.4723355621959089,4.289513006844035,0.7198548325157591,3.500999624727492,0.5209938717097177,-1.4053865715459084,3.6276644378040928,3.0043869468184177,2.0286640625315835,0.12046679744412343,0.12858435175658867,before_dropout
203162,87432,Big Village,2024-07-14,1499.0,4.300000000000004,5.705386571545913,1.4723355621959089,4.416683483611774,0.6867665316629353,3.500999624727492,0.5209938717097177,-1.4053865715459084,2.8276644378040956,2.2043869468184205,2.0286640625315835,0.08981767859654549,0.12858435175658867,before_dropout
203390,87449,SurveyUSA,2024-07-15,1098.0,3.0,2.756390384207421,1.4723355621959089,4.299654748154951,0.7469432029809705,3.251358900602356,0.5253288214674284,0.24360961579257898,1.5276644378040911,-0.4949685163949349,1.779023338406447,0.07048679266257735,0.12858435175658867,before_dropout
203020,87423,Morning Consult,2024-07-15,2045.0,1.0,2.3649553015933957,1.4723355621959089,4.084086925150419,0.7041016962198161,3.251358900602356,0.5253288214674284,-1.3649553015933955,-0.4723355621959089,-0.8864035990089603,1.779023338406447,0.11142186626850503,0.12858435175658867,before_dropout
203234,87435,HarrisX,2024-07-15,1918.0,4.0,2.834569732120715,1.4723355621959089,3.975432317187553,0.6727921897048003,3.251358900602356,0.5253288214674284,1.1654302678792852,2.5276644378040913,-0.41678916848164116,1.779023338406447,0.08695727323240003,0.12858435175658867,before_dropout
203336,87433,Ipsos,2024-07-16,1202.0,1.0,1.862976573417612,1.4723355621959089,3.803774550384599,0.7307549108461495,3.045670954953065,0.5384411177713101,-0.862976573417612,-0.4723355621959089,-1.182694381535453,1.573335392757156,0.08125981683129109,0.12858435175658867,before_dropout
203337,87433,Ipsos,2024-07-16,992.0,0.0,0.862976573417612,1.4723355621959089,3.636799632202509,0.7097060773477226,3.045670954953065,0.5384411177713101,-0.862976573417612,-1.4723355621959089,-2.1826943815354527,1.573335392757156,0.05677877891982924,0.12858435175658867,before_dropout
203235,87437,YouGov,2024-07-16,1404.0,5.0,4.863126123673536,1.4723355621959089,3.73334889677876,0.681195667775061,3.045670954953065,0.5384411177713101,0.13687387632646414,3.5276644378040913,1.8174551687204707,1.573335392757156,0.07873047287793326,0.12858435175658867,before_dropout
203540,87481,SoCal Research,2024-07-17,800.0,8.0,3.0550491670253166,1.4723355621959089,3.7012238306390914,0.7513621626363518,2.8551119575559554,0.5555547578813826,4.944950832974683,6.527664437804091,0.19993720946936122,1.3827763953600465,0.04736116606053487,0.12858435175658867,before_dropout
203552,87483,YouGov,2024-07-18,2240.0,3.0,2.8631261236735357,1.4723355621959089,3.5875150569587997,0.7740085417251404,2.662396181931359,0.5544160538905648,0.13687387632646414,1.5276644378040911,0.20072994174217662,1.1900606197354502,0.13567484165061083,0.12858435175658867,before_dropout
203795,87524,Quinnipiac,2024-07-21,1257.0,4.0,1.951513103494399,1.4723355621959089,3.3813152736221608,0.9277466802523006,2.066712902998424,0.4433038365712917,2.048486896505601,2.5276644378040913,-0.11519979950402481,0.594377340802515,0.1260388368730184,0.12858435175658867,after_dropout
203855,87528,Florida Atlantic University/Mainstreet Research,2024-07-21,711.0,6.0,5.470088700152141,1.4723355621959089,3.5227789981316553,0.8957797817237725,2.066712902998424,0.4433038365712917,0.5299112998478586,4.527664437804091,3.4033757971537173,0.594377340802515,0.06772573928446803,0.12858435175658867,after_dropout
203854,87528,Florida Atlantic University/Mainstreet Research,2024-07-21,780.0,5.899999999999999,5.37008870015214,1.4723355621959089,3.6538525682364487,0.8634156590573939,2.066712902998424,0.4433038365712917,0.5299112998478586,4.42766443780409,3.303375797153716,0.594377340802515,0.07095376046660307,0.12858435175658867,after_dropout
203852,87528,Florida Atlantic University/Mainstreet Research,2024-07-21,780.0,4.799999999999997,4.270088700152138,1.4723355621959089,3.691340769713906,0.8367410330597891,2.066712902998424,0.4433038365712917,0.5299112998478586,3.3276644378040885,2.2033757971537145,0.594377340802515,0.06083415031331891,0.12858435175658867,after_dropout
203794,87524,Quinnipiac,2024-07-21,1257.0,2.0,-0.048486896505600896,1.4723355621959089,3.377166514931781,0.8008238201705322,2.066712902998424,0.4433038365712917,2.048486896505601,0.5276644378040911,-2.115199799504025,0.594377340802515,0.08400768239134261,0.12858435175658867,after_dropout
203853,87528,Florida Atlantic University/Mainstreet Research,2024-07-21,711.0,5.299999999999997,4.770088700152138,1.4723355621959089,3.4427946169908115,0.7817306391342326,2.066712902998424,0.4433038365712917,0.5299112998478586,3.8276644378040885,2.7033757971537145,0.594377340802515,0.04711541158248393,0.12858435175658867,after_dropout
203737,87521,HarrisX,2024-07-21,2169.0,8.0,6.834569732120714,1.4723355621959089,3.842008213573523,0.7342858390583868,2.066712902998424,0.4433038365712917,1.1654302678792852,6.527664437804091,4.767856829122291,0.594377340802515,0.11770049105022164,0.12858435175658867,after_dropout
203736,87521,HarrisX,2024-07-21,2753.0,6.0,4.834569732120714,1.4723355621959089,3.970700058335537,0.685031512419444,2.066712902998424,0.4433038365712917,1.1654302678792852,4.527664437804091,2.7678568291222905,0.594377340802515,0.12965629067544346,0.12858435175658867,after_dropout
203669,87520,Echelon Insights,2024-07-21,982.0,2.0,1.747015773224629,1.4723355621959089,3.8688069104051,0.6691528040171696,2.066712902998424,0.4433038365712917,0.25298422677537113,0.5276644378040911,-0.31969712977379494,0.594377340802515,0.04582176913003416,0.12858435175658867,after_dropout
203625,87511,SoCal Research,2024-07-21,800.0,6.0,1.0550491670253166,1.4723355621959089,3.7476945412123905,0.6545932618484563,2.066712902998424,0.4433038365712917,4.944950832974683,4.527664437804091,-1.0116637359731073,0.594377340802515,0.0430429270173181,0.12858435175658867,after_dropout
