pollster,house_effect,n_polls
Suffolk,5.15807906905667,1
Public Opinion Strategies,4.094956305865348,1
Washington Post/George Mason University,3.0203750336096724,2
RMG Research,2.9298728810927326,1
PPP,2.7340542994981747,3
Data Orbital,2.7088373989700276,2
Emerson,2.074388260019365,7
Navigator,1.9166292289509261,2
Peak Insights,1.8042343229539652,1
AtlasIntel,1.2515994343435766,12
Fabrizio/McLaughlin,1.233154842635796,1
Siena/NYT,1.1240138767662913,16
Fabrizio/Impact,1.002837578816065,2
OnMessage Public Strategies,0.9298728810927326,1
Noble Predictive Insights,0.9067939529990358,3
CNN/SSRS,0.7744935149180081,2
OnMessage Inc.,0.673875959032888,1
Beacon/Shaw,0.6493259428603858,6
InsiderAdvantage,0.6046834640258517,5
Spry Strategies,0.5329796226783284,2
U. Arizona/TrueDot,0.502600953948187,2
CES / YouGov,0.48976678385545064,2
Redfield & Wilton Strategies,0.21900427488951238,12
Patriot Polling,0.18640254947409096,2
Trafalgar Group,0.18257273535684104,5
Mitchell,0.03679768451168504,2
Marist College,-0.07636355820027012,4
Iron Light,-0.19576567704603481,1
ActiVote,-0.4775960002711637,2
J.L. Partners,-0.594074026190726,1
Strategies 360,-0.6848437451406167,1
TIPP,-0.9119633633348574,4
YouGov,-0.9439798059175493,5
Data for Progress,-1.17042462852879,1
Global Strategy Group/North Star Opinion Research,-1.368386348593711,2
Focaldata,-1.5273517489440802,10
National Research,-1.868386348593711,1
SoCal Strategies,-1.9653043511771906,2
Morning Consult,-2.0059043036814463,19
HighGround,-2.2618927029232685,3
Victory Insights,-3.043095800625704,1
Benenson Strategy Group/GS Strategy Group,-3.2654728674587736,4
Fabrizio/GBAO,-3.606636769518681,2
RABA Research,-3.775540012987179,1
