question_id,poll_id,pollster,end_date,sample_size,poll_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,total_error,sampling_noise,systematic_bias,weight,period
142439,74819,McLaughlin,2021-05-18,1000.0,4.0,1.4723355621959089,4.0,3.1310434628559696,2.3753950385498346,2.517279662785089,2.5276644378040913,1.6246049614501654,0.9030594763539257,0.0,before_dropout
142946,74998,McLaughlin,2021-06-20,1000.0,4.0,1.4723355621959089,4.0,2.5918820596040684,0.08164392951176458,1.864969336851259,2.5276644378040913,3.9183560704882354,-1.3906916326841443,0.7158836968134515,before_dropout
142927,74995,Echelon Insights,2021-06-22,1001.0,-7.0,1.4723355621959089,-1.1313979496197972,2.0078793943741418,-0.4076459041599899,1.8593975643003706,-8.472335562195909,-6.59235409584001,-1.8799814663558987,0.4664907226927088,before_dropout
144007,75491,McLaughlin,2021-08-03,1000.0,3.0,1.4723355621959089,1.740762894389671,2.568690919600096,2.75482557685009,2.2565031365286248,1.5276644378040911,0.24517442314990978,1.2824900146541813,0.6952031440771244,before_dropout
145354,76285,McLaughlin,2021-09-14,1000.0,2.0,1.4723355621959089,1.9264237700468554,2.621541486535287,5.4622301573201035,1.9816208585520316,0.5276644378040911,-3.4622301573201035,3.989894595124195,0.7161817179684908,before_dropout
145617,76441,Rasmussen,2021-09-22,1000.0,13.0,1.4723355621959089,7.838019065542813,2.1835263755419145,7.188575836306194,1.9244922440369672,11.527664437804091,5.811424163693806,5.716240274110286,0.5338469860807534,before_dropout
146596,76905,McLaughlin,2021-10-18,1000.0,3.0,1.4723355621959089,4.824731686502751,2.4313219742221857,5.703117669574773,2.043032430857618,1.5276644378040911,-2.703117669574773,4.2307821073788645,0.6228349533595686,before_dropout
150177,77744,Redfield & Wilton Strategies,2021-11-15,1500.0,9.0,1.4723355621959089,8.0863032093664,1.9656143520359712,7.448221399021362,1.4688477933631683,7.527664437804091,1.551778600978638,5.975885836825453,0.7811645331439128,before_dropout
150354,77791,McLaughlin,2021-11-16,1000.0,8.0,1.4723355621959089,8.0587571230794,1.7076329417875231,7.378951827000689,1.4786511673240914,6.527664437804091,0.6210481729993109,5.90661626480478,0.3191780061162336,before_dropout
150942,77982,Harris Poll,2021-12-02,1989.0,9.0,1.4723355621959089,8.698616328422547,1.755711532196651,5.8144421744568735,1.2941416084759916,7.527664437804091,3.1855578255431265,4.342106612260965,0.6798024410410747,before_dropout
