pollster,house_effect,n_polls
Z to A Research,4.227598971064462,2
co/efficient,3.1157717401783716,1
Navigator,2.889391623791594,2
OnMessage Public Strategies,2.7739487085466585,1
Beacon/Shaw,2.739616673080961,2
Suffolk,2.713905871234308,1
Arc Insights,2.5800921374088883,1
Fabrizio/McLaughlin,2.4936439220625948,1
Remington,2.455568345871143,1
Emerson,2.3234443388633386,7
Quantus Polls and News,2.2719555140280754,1
Quinnipiac,2.2036303000323487,6
OnMessage Inc.,2.1145749131559377,2
Trafalgar Group,1.9671789161517714,4
InsiderAdvantage,1.8253417708540958,5
Patriot Polling,1.7396416692752552,3
AtlasIntel,1.5434239134358236,12
Quantus Insights,1.3344499913066228,1
SoCal Strategies,1.1344499913066202,1
Echelon Insights,1.074838787057366,2
RMG Research,1.0584995384246396,3
Fabrizio/GBAO,1.0154314379966292,2
TIPP,0.8796406004903321,8
Fabrizio/Impact,0.8677808598142223,2
BK Strategies,0.4952358330521985,1
Redfield & Wilton Strategies,0.48271884522145636,12
Global Strategy Group/North Star Opinion Research,0.42789360196357645,2
Public Opinion Strategies,0.18336263969122296,1
Spry Strategies,0.14380157423740642,2
Marist College,-0.12230886937663549,4
Florida Atlantic University/Mainstreet Research,-0.5465411892563019,2
Morning Consult,-0.5548825499700207,18
Marquette Law School,-0.6118492183359183,16
Benenson Strategy Group/GS Strategy Group,-0.7801623956397512,4
Fabrizio Ward,-1.0047641669478016,2
Siena/NYT,-1.5237637716960224,12
Research Co.,-1.6630516513034963,2
ActiVote,-1.69347797714611,2
YouGov,-2.009017747741491,7
Washington Post/George Mason University,-2.1821904398266208,2
CES / YouGov,-2.712900330494854,2
Focaldata,-3.018503596000694,10
Bullfinch,-3.5897174625411923,4
CNN/SSRS,-3.6758864377738747,2
RG Strategies,-3.7542004916179073,1
MassINC Polling Group,-3.894720583152349,2
