pollster,house_effect,n_polls
Z to A Research,3.1845152566115598,2
Suffolk,2.8419472972230757,1
OnMessage Public Strategies,2.773022428298995,1
Arc Insights,2.6612061219268166,1
PPP,2.6010617735537465,1
Fabrizio/McLaughlin,2.5977554931916385,1
North Star Opinion Research,2.5819393079264517,1
co/efficient,2.4847369483468293,1
OnMessage Inc.,2.432720069686419,2
Beacon/Shaw,2.3425780063585497,2
Navigator,2.2861329874665084,2
Emerson,2.182237725532466,7
Remington,2.1401531591335616,1
AtlasIntel,2.120717079366424,12
Trafalgar Group,2.120395983246588,4
Quinnipiac,2.118876838079723,6
Patriot Polling,1.9858642225311445,3
InsiderAdvantage,1.8534678322071918,5
Civiqs,1.6964386263443354,1
Quantus Insights,1.639687739059943,1
Quantus Polls and News,1.5564611004421005,1
SoCal Strategies,1.43968773905994,1
Echelon Insights,1.4364881753507925,2
Fabrizio/GBAO,1.1154032342223803,2
RMG Research,0.8943156377821588,3
TIPP,0.7211742564232111,8
Florida Atlantic University/Mainstreet Research,0.40676064726460065,2
Global Strategy Group/North Star Opinion Research,0.3614325161288952,2
Fabrizio/Impact,0.3285680449818394,2
Redfield & Wilton Strategies,0.3051652444861864,12
Public Opinion Strategies,-0.0740715398415756,1
Marist College,-0.15985156551071028,4
Morning Consult,-0.3352382060209692,19
BK Strategies,-0.41344148371944595,1
Spry Strategies,-0.7347605995433288,2
Marquette Law School,-0.8389910038907574,16
Research Co.,-0.9761803985123612,2
Benenson Strategy Group/GS Strategy Group,-0.9936019861034113,4
ActiVote,-1.3660627958293827,2
Siena/NYT,-1.4519059376240286,12
Fabrizio Ward,-1.913441483719446,2
Washington Post/George Mason University,-2.0111215277366417,2
YouGov,-2.0812223237174514,7
CES / YouGov,-2.5587674898595516,2
Focaldata,-3.2220220110200626,10
Bullfinch,-3.838851117640973,4
RG Strategies,-3.9587555895971187,1
CNN/SSRS,-3.969506677600411,2
MassINC Polling Group,-4.290733245146467,2
