pollster,house_effect,n_polls
Suffolk,4.806889181597173,1
Public Opinion Strategies,3.9055025810568513,1
Washington Post/George Mason University,3.218879524841052,2
RMG Research,2.7727635688528256,1
Data Orbital,2.7618750813147668,2
Emerson,2.556677572954789,7
AtlasIntel,2.28342397192596,12
Fabrizio/McLaughlin,1.7395713106280202,1
OnMessage Inc.,1.6601075294639387,1
Siena/NYT,1.3414327498479324,16
Patriot Polling,1.3090449512301763,2
Navigator,0.9102068881748013,2
Peak Insights,0.9096226036251949,1
PPP,0.9061968313151592,1
CNN/SSRS,0.7775465159341175,2
Fabrizio/Impact,0.7773846921592238,2
OnMessage Public Strategies,0.7727635688528258,1
CES / YouGov,0.6822971051071403,2
Mitchell,0.6703686094833989,2
InsiderAdvantage,0.5018616529724688,4
Noble Predictive Insights,0.492421774355711,3
Trafalgar Group,0.46278583837101217,5
U. Arizona/TrueDot,0.4260338128595945,2
ActiVote,0.3008172850420161,2
Beacon/Shaw,0.1664518416645758,6
Redfield & Wilton Strategies,0.12588478757522434,12
YouGov,-0.12873482463705252,5
Marist College,-0.2498198760769326,4
J.L. Partners,-0.3214088267177777,1
Data for Progress,-0.336557209554752,1
Spry Strategies,-0.4016328703893477,2
Victory Insights,-0.5474604236846208,1
Iron Light,-1.0903773963748051,1
TIPP,-1.2387758290988709,4
SoCal Strategies,-1.3452052313081282,2
Global Strategy Group/North Star Opinion Research,-1.713413925264376,2
Focaldata,-1.934962703768558,10
Strategies 360,-2.0891228276490255,1
National Research,-2.2134139252643763,1
Morning Consult,-2.4072881363771583,18
HighGround,-2.667769226079177,3
Fabrizio/GBAO,-3.2553051255137277,2
RABA Research,-3.3255809020498557,1
Benenson Strategy Group/GS Strategy Group,-3.8934591189754832,4
