question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,period
203665,87518,SoCal Research,2024-07-21,500.0,4.0,-0.09349727427448684,1.7097309916712655,-0.09349727427448684,4.38820233401767,0.0833678589153573,0.9670080043015187,4.093497274274487,2.2902690083287345,-0.17686513318984415,-1.6263631327559083,0.0,after_dropout
204126,87540,North Star Opinion Research,2024-07-23,600.0,2.0,0.8830356196705722,1.7097309916712655,0.45245002523293903,2.9272227970550166,0.08499025405850058,0.8798175591554075,1.1169643803294278,0.2902690083287345,0.7980453656120716,-1.624740737612765,0.5590669837058674,after_dropout
204152,87546,Emerson,2024-07-23,850.0,2.200000000000003,0.5587292236226782,1.7097309916712655,0.49724948310137773,2.2263716165176435,0.08499025405850058,0.8798175591554075,1.6412707763773247,0.4902690083287373,0.4737389695641776,-1.624740737612765,0.42152611750187857,after_dropout
204157,87546,Emerson,2024-07-23,850.0,1.8000000000000043,0.1587292236226796,1.7097309916712655,0.38960701451735336,1.8386387265400344,0.08499025405850058,0.8798175591554072,1.6412707763773247,0.09026900832873874,0.07373896956417902,-1.624740737612765,0.31797939878040865,after_dropout
204358,87563,Redfield & Wilton Strategies,2024-07-24,851.0,4.0,2.9495464376833453,1.7097309916712655,1.033525372143767,1.6113205376069257,0.07703198362075958,0.8511325289472721,1.0504535623166544,2.2902690083287345,2.8725144540625855,-1.632699008050506,0.2515365605136276,after_dropout
204507,87583,Beacon/Shaw,2024-07-24,1034.0,-2.0,-1.7828265574584403,1.7097309916712655,0.3749497818352938,1.4103980354474985,0.07703198362075953,0.8511325289472721,-0.21717344254155957,-3.7097309916712655,-1.8598585410792,-1.632699008050506,0.23383994854701734,after_dropout
204508,87583,Beacon/Shaw,2024-07-24,1034.0,0.0,0.21717344254155957,1.7097309916712655,0.34757969025494273,1.282241875695993,0.07703198362075953,0.8511325289472721,-0.21717344254155957,-1.7097309916712655,0.14014145892080004,-1.632699008050506,0.17347399301359018,after_dropout
204799,87626,Morning Consult,2024-07-28,804.0,2.0,3.3566195209347747,1.7097309916712655,0.8033743163361843,1.3018691355684076,0.018899130188180235,0.8000007843992215,-1.3566195209347747,0.2902690083287345,3.337720390746594,-1.6908318614830853,0.1514751055914949,after_dropout
204806,87626,Morning Consult,2024-07-28,804.0,4.0,5.356619520934775,1.7097309916712655,1.370174159747772,1.2181470547607844,0.018899130188180235,0.8000007843992215,-1.3566195209347747,2.2902690083287345,5.337720390746594,-1.6908318614830853,0.12448260920346287,after_dropout
204875,87638,Quantus Polls and News,2024-07-28,500.0,1.2000000000000028,-0.15796602109772317,1.7097309916712655,1.2583660716809648,1.1727371147273125,0.018899130188180235,0.8000007843992215,1.357966021097726,-0.5097309916712627,-0.1768651512859034,-1.6908318614830853,0.07316612014281666,after_dropout
204996,87647,Public Opinion Strategies,2024-07-29,400.0,-3.0,-0.23756194816066367,1.7097309916712655,1.1696909874297923,1.1734016398203049,-0.06069688252838268,0.7942595750930387,-2.7624380518393363,-4.7097309916712655,-0.176865065632281,-1.7704278741996482,0.0592776410863408,after_dropout
205212,87668,GQR,2024-07-30,500.0,-4.0,-0.3164854956837324,1.7097309916712655,1.0641555619806735,1.1666815785008666,-0.13962038749202033,0.7876488819613813,-3.6835145043162676,-5.7097309916712655,-0.17686510819171208,-1.8493513791632858,0.07101136819768751,after_dropout
205211,87667,Fabrizio,2024-08-01,600.0,0.0,-0.47270302554124577,1.7097309916712655,0.9212489649540636,1.181013370229135,-0.2958375270530691,0.7696075345481538,0.47270302554124577,-1.7097309916712655,-0.17686549848817668,-2.005568518724335,0.09298617204399864,after_dropout
205210,87667,Fabrizio,2024-08-01,600.0,0.0,-0.47270302554124577,1.7097309916712655,0.8094756347965792,1.1326746435797046,-0.2958375270530691,0.7696075345481538,0.47270302554124577,-1.7097309916712655,-0.17686549848817668,-2.005568518724335,0.08018449051302569,after_dropout
205821,87768,Benenson Strategy Group/GS Strategy Group,2024-08-02,411.0,-5.0,-3.748518704013749,1.7097309916712655,0.542958306311091,1.1362613669872206,-0.37192842152574146,0.7630540290974089,-1.2514812959862511,-6.7097309916712655,-3.3765902824880074,-2.081659413197007,0.05847250098933896,after_dropout
205828,87768,Benenson Strategy Group/GS Strategy Group,2024-08-02,411.0,-1.0,0.25148129598625113,1.7097309916712655,0.5278386351151382,1.106398527109166,-0.37192842152574146,0.7630540290974089,-1.2514812959862511,-2.7097309916712655,0.6234097175119926,-2.081659413197007,0.051872602848171516,after_dropout
205275,87690,Redfield & Wilton Strategies,2024-08-03,743.0,2.0,0.9495464376833456,1.7097309916712655,0.5690801109804271,1.088157093514713,-0.4368463442923374,0.758029666959387,1.0504535623166544,0.2902690083287345,1.386392781975683,-2.146577335963603,0.09779633104753511,after_dropout
205619,87715,Trafalgar Group,2024-08-08,1078.0,1.5,-1.303886310250328,1.7097309916712655,0.2646015850461455,1.1667927449957995,-0.8120013485134013,0.69053195087525,2.803886310250328,-0.20973099167126552,-0.49188496173692664,-2.5217323401846667,0.16256486100493145,after_dropout
206485,87851,Navigator,2024-08-08,600.0,2.0,-0.9888708213102384,1.7097309916712655,0.16434640877760082,1.11915925973571,-0.8120013485134014,0.69053195087525,2.9888708213102384,0.2902690083287345,-0.17686947279683696,-2.521732340184667,0.07998195712976901,after_dropout
206480,87851,Navigator,2024-08-08,600.0,2.0,-0.9888708213102384,1.7097309916712655,0.07543603269726457,1.0751517361887668,-0.8120013485134014,0.69053195087525,2.9888708213102384,0.2902690083287345,-0.17686947279683696,-2.521732340184667,0.07709768269206667,after_dropout
205631,87721,Siena/NYT,2024-08-09,693.0,-2.0,-0.3892900218479798,1.7097309916712655,0.03394584054075313,1.064511127030505,-0.8798054401023422,0.6763243874621682,-1.6107099781520202,-3.7097309916712655,0.4905154182543624,-2.589536431773608,0.08927881652151283,after_dropout
