pollster,house_effect,n_polls
Quinnipiac,4.637924944790038,6
Fabrizio/McLaughlin,4.354615684345697,1
Florida Atlantic University/Mainstreet Research,2.982293295046849,10
OnMessage Public Strategies,2.5459437630561714,1
RMG Research,2.318746090971275,1
U. Georgia SPIA,2.0299350932780165,3
CES / YouGov,1.9073822001026393,2
Siena/NYT,1.383826214804067,12
Trafalgar Group,1.1168135318701211,3
InsiderAdvantage,1.0809806956032306,5
National Public Affairs,0.9388779016654017,1
East Carolina University,0.7025361492661185,2
YouGov,0.6809833584482532,5
SoCal Research,0.6296535122724675,1
AtlasIntel,0.4855305262445823,12
ActiVote,0.44976416938090347,3
The Citadel,0.4073822001026392,2
Redfield & Wilton Strategies,0.22275074139815393,13
Patriot Polling,0.15760468317306492,2
Global Strategy Group/North Star Opinion Research,0.03050192192120553,2
SoCal Strategies,-0.17268513497304389,1
Emerson,-0.5402203734750614,6
Spry Strategies,-0.5884650480192998,2
Benenson Strategy Group/GS Strategy Group,-0.7164027207434366,4
CNN/SSRS,-0.9243256415995386,2
Morning Consult,-1.0028314324968792,19
Marist College,-1.013149329474386,4
Fabrizio/Impact,-1.5341436080431288,2
Landmark Communications,-1.7729449627907623,2
TIPP,-1.9569082650161407,8
Focaldata,-2.0872174805970136,10
Fabrizio/GBAO,-2.1103132974235823,2
Institute for Global Affairs/YouGov,-2.2245454083552003,1
Data for Progress,-2.267162964686971,1
Bullfinch,-2.535016635587148,1
Beacon/Shaw,-2.950407926436795,6
PPP,-3.590412328886398,1
Washington Post/George Mason University,-5.841554666565812,2
