pollster,house_effect,n_polls
SoCal Research,6.4227513837482135,2
AtlasIntel,3.315594173714935,14
OnMessage Inc.,3.263824310850575,3
Beacon/Shaw,3.076002076707997,6
Quinnipiac,2.794561234356932,4
J.L. Partners,2.769265176862149,6
McLaughlin,2.540007338723804,6
HarrisX/Harris Poll,2.4389853391825342,9
Siena/NYT,2.409138851404669,18
CNN/SSRS,2.318951123265127,4
Pew,2.220514973501321,4
Fabrizio/GBAO,2.0949114068736367,6
Quantus Insights,1.8017595872371746,2
Hart/POS,1.663956726038145,8
Big Data Poll,1.6573857951328848,15
Yale Youth Poll,1.3148433194403213,1
Kaiser Family Foundation,1.289249436457906,1
ActiVote,1.2445049074542045,16
Quantus Polls and News,1.233768897591703,2
RMG Research,1.1999472687439767,15
HarrisX,0.9627437703634403,41
Redfield & Wilton Strategies,0.923005377592844,10
Noble Predictive Insights,0.8717230028934511,5
SoCal Strategies,0.7828369743672605,4
Cygnal,0.7351499932638663,8
Change Research,0.6538382651753857,4
TIPP,0.6525827736389175,36
McCourtney Institute/YouGov,0.6380075634563014,1
co/efficient,0.6148433194403184,1
Suffolk,0.33537798682447667,3
Echelon Insights,0.3102266298552764,7
YouGov,0.19898430225476915,50
SurveyMonkey,0.11560924775054601,3
Emerson,0.061175396497267734,7
Survey Center on American Life,0.03816906852745672,1
American Pulse,-0.051248871515106265,4
YouGov/SNF Agora,-0.06566440195102108,1
Patriot Polling,-0.10426135329548669,2
Paradigm,-0.12627302727989753,1
Marist College,-0.4182148078840472,11
Echelon Insights/GBAO,-0.4368893397691582,1
Tufts,-0.4861879700235272,2
Florida Atlantic University/Mainstreet Research,-0.538048136988029,10
ABC News/Ipsos,-0.5520281583748621,20
Ipsos,-0.6008966446339853,37
Data for Progress,-0.6112373129531635,5
UMass Amherst/YouGov,-0.6234910458066932,2
Monmouth,-0.6392115034102167,2
SurveyUSA,-0.6562688181006886,1
Kaplan Strategies,-0.8780491038513347,3
Deltapoll,-0.9040782506201259,1
Research Co.,-1.183669992238092,2
Institute for Global Affairs/YouGov,-1.1846184106558562,1
Leger,-1.2039586198347119,7
Morning Consult,-1.2486841414458592,145
Navigator,-1.290381963316331,2
Angus Reid,-1.2916492620023847,5
Embold Research,-1.380239774874753,1
Big Village,-1.6053404075883981,30
ABC/Washington Post,-1.8195980271633434,5
Susquehanna,-1.8409807077131852,1
Marquette Law School,-1.8885173657103835,8
Clarity,-2.238150499514985,4
CES / YouGov,-2.3750149378856147,2
RABA Research,-2.4291234076874675,1
Targoz Market Research,-2.4308604172126076,2
Fairleigh Dickinson,-2.457062777901517,2
Outward Intelligence,-2.6923327216823765,12
John Zogby Strategies,-2.739279840775837,2
Civiqs,-3.065664401951021,1
Gateway Political Strategies,-3.5867354483934344,1
PRRI,-3.710750563542094,1
Bullfinch,-3.976842011792109,2
