pollster,house_effect,n_polls
Susquehanna,6.4961456521297025,1
Fabrizio/GBAO,6.492288603429917,2
Fabrizio/McLaughlin,3.9777302748906274,1
OnMessage Inc.,3.7121668174558478,1
InsiderAdvantage,3.521115416639622,4
OnMessage Public Strategies,3.072676356836823,1
Fabrizio/Impact,2.3865297731259525,2
AtlasIntel,2.381473101002283,12
Quantus Insights,2.2365294342399338,1
Remington,1.9568628271028303,1
Benenson Strategy Group/GS Strategy Group,1.8724341127496325,4
RMG Research,1.0592343442116554,1
Redfield & Wilton Strategies,0.974726474073454,12
Patriot Polling,0.6690230343466813,2
Trafalgar Group,0.6574364826258022,4
Global Strategy Group/North Star Opinion Research,0.6044891820033854,2
CNN/SSRS,0.545601080278375,2
Public Opinion Strategies,0.5109243512057816,1
Emerson,0.32103753065709706,5
Siena/NYT,0.005348314937653517,8
YouGov,-0.5038543478702971,4
Washington Post/George Mason University,-0.6134702268740474,2
Noble Predictive Insights,-0.85063183890538,5
Data for Progress,-1.474855044079685,1
TIPP,-1.5884705657600637,4
Beacon/Shaw,-1.6008488734103232,2
Morning Consult,-1.7810649481109306,18
Tarrance,-2.079015844258481,1
Focaldata,-4.015690168762998,10
CES / YouGov,-5.85773303261177,2
Strategies 360,-6.007941769392098,1
