question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u,period
203665,87518,SoCal Research,2024-07-21,500.0,4.0,-0.7334515888059672,1.7097309916712655,-0.7334515888059672,4.378138873996575,-0.7380307788855932,0.21688497622047873,4.733451588805967,2.2902690083287345,0.004579190079626039,-2.4477617705568586,0.0,0.0001,after_dropout
204126,87540,North Star Opinion Research,2024-07-23,600.0,2.0,0.26850144247258134,1.7097309916712655,-0.17668235128078416,2.9183527837239094,-0.7380308266648732,0.21642567417126995,1.7314985575274187,0.2902690083287345,1.0065322691374545,-2.4477618183361387,0.5556839693520504,0.0001,after_dropout
204152,87546,Emerson,2024-07-23,850.0,2.200000000000003,0.6351921575680821,1.7097309916712655,0.1643429491495983,2.222461568184723,-0.7380308266648732,0.2164256741712679,1.5648078424319207,0.4902690083287373,1.3732229842329553,-2.4477618183361387,0.4200468135326881,0.0001,after_dropout
204157,87546,Emerson,2024-07-23,850.0,1.8000000000000043,0.23519215756808354,1.7097309916712655,0.1868175558030833,1.8364345715191266,-0.7380308266648732,0.21642567417126687,1.5648078424319207,0.09026900832873874,0.9732229842329567,-2.4477618183361387,0.31721747010544077,0.0001,after_dropout
204358,87563,Redfield & Wilton Strategies,2024-07-24,851.0,4.0,3.035057800100343,1.7097309916712655,0.8882601586286958,1.594370110453186,-0.7380582499589883,0.2162009419238185,0.9649421998996569,2.2902690083287345,3.7731160500593313,-2.447789241630254,0.2462722743385286,0.0001,after_dropout
204507,87583,Beacon/Shaw,2024-07-24,1034.0,-2.0,-1.9335752176066796,1.7097309916712655,0.23903490478962525,1.3989886997614955,-0.7380582499589883,0.21620094192381797,-0.06642478239332049,-3.7097309916712655,-1.1955169676476913,-2.447789241630254,0.23007198056507647,0.0001,after_dropout
204508,87583,Beacon/Shaw,2024-07-24,1034.0,0.0,0.06642478239332049,1.7097309916712655,0.20949144675705925,1.2736505927589952,-0.7380582499589883,0.21620094192381797,-0.06642478239332049,-1.7097309916712655,0.8044830323523088,-2.447789241630254,0.17115715823858585,0.0001,after_dropout
204377,87575,Bullfinch,2024-07-25,800.0,-1.0,0.5153180615252042,1.7097309916712655,0.2462532181749775,1.1946880695723556,-0.7381166618670305,0.2159828795250143,-1.5153180615252042,-2.7097309916712655,1.2534347233922347,-2.447847653538296,0.12020461805061766,0.0001,after_dropout
204378,87575,Bullfinch,2024-07-25,800.0,0.0,1.5153180615252042,1.7097309916712655,0.3920059815991246,1.1239910027167006,-0.7381166618670305,0.2159828795250143,-1.5153180615252042,-1.7097309916712655,2.2534347233922345,-2.447847653538296,0.11485052492619037,0.0001,after_dropout
204875,87638,Quantus Polls and News,2024-07-28,500.0,1.2000000000000028,-0.7338058336076003,1.7097309916712655,0.3210895515991619,1.0881435402530828,-0.7383850239547074,0.21533854800272367,1.9338058336076032,-0.5097309916712627,0.004579190347107076,-2.448116015625973,0.06299137124168556,0.0001,after_dropout
204806,87626,Morning Consult,2024-07-28,804.0,4.0,5.60033660908921,1.7097309916712655,0.7980972848558316,1.037820141052383,-0.7383850239547074,0.21533854800272367,-1.6003366090892093,2.2902690083287345,6.338721633043917,-2.448116015625973,0.09035525863103992,0.0001,after_dropout
204782,87618,Susquehanna,2024-07-28,600.0,-4.0,-3.3342064926254373,1.7097309916712655,0.5207969065210192,1.0023937666805947,-0.7383850239547074,0.21533854800272342,-0.6657935073745629,-5.7097309916712655,-2.5958214686707297,-2.448116015625973,0.06710551626091567,0.0001,after_dropout
204799,87626,Morning Consult,2024-07-28,804.0,2.0,3.6003366090892093,1.7097309916712655,0.7745560767465423,0.9602065584824516,-0.7383850239547074,0.21533854800272342,-1.6003366090892093,0.2902690083287345,4.3387216330439164,-2.448116015625973,0.08240165568052264,0.0001,after_dropout
