pollster,house_effect,n_polls
Fabrizio/GBAO,7.407479982280603,2
Susquehanna,5.3872478595709685,1
Fabrizio/McLaughlin,4.849888865980105,1
OnMessage Public Strategies,4.261940321233942,1
Quantus Insights,3.7838203693130383,1
OnMessage Inc.,3.6564240586037853,1
Fabrizio/Impact,2.9660780339746533,2
Remington,2.7569090090072486,1
Benenson Strategy Group/GS Strategy Group,2.6763732818138757,4
InsiderAdvantage,2.2099111034188104,3
RMG Research,2.20714943958448,1
Global Strategy Group/North Star Opinion Research,1.929820274976053,2
AtlasIntel,1.6789891572489901,12
Redfield & Wilton Strategies,1.1563222767568049,12
Trafalgar Group,0.7217078634647605,4
Public Opinion Strategies,0.6803352562128728,1
CNN/SSRS,0.6101154726503939,2
Emerson,0.16310915485227095,5
Washington Post/George Mason University,-0.03392196602534664,2
TIPP,-0.04117963068695912,4
Patriot Polling,-0.28390227734160395,2
Siena/NYT,-0.7976296319390224,8
Noble Predictive Insights,-0.9187801501510131,5
Beacon/Shaw,-1.0072766489575815,2
Morning Consult,-1.3732846627788171,17
Tarrance,-1.4337906112998522,1
YouGov,-1.612752140429032,4
Data for Progress,-2.373141122704468,1
Focaldata,-4.278684802507068,10
Strategies 360,-6.0154350669475205,1
CES / YouGov,-6.1380614061645185,2
