question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u,period
211929,88575,Research Co.,2024-10-07,450.0,-1.0,-0.426764385808189,1.7097309916712655,-0.426764385808189,4.706853457015406,-1.4576304895649388,0.7166672112579247,-0.573235614191811,-2.7097309916712655,1.03086610375675,-3.1673614812362043,0.0,0.15669168804009923,after_dropout
212155,88592,Quinnipiac,2024-10-07,1412.0,-3.0,-3.3342561886709734,1.7097309916712655,-2.6574619951078513,2.270909043235568,-1.4576304895649388,0.7166672112579247,0.3342561886709733,-4.7097309916712655,-1.8766256991060346,-3.1673614812362043,0.7672240407017709,0.15669168804009923,after_dropout
212158,88592,Quinnipiac,2024-10-07,1412.0,-2.0,-2.3342561886709734,1.7097309916712655,-2.5180181126296226,1.7123318200689148,-1.4576304895649388,0.7166672112579247,0.3342561886709733,-3.7097309916712655,-0.8766256991060346,-3.1673614812362043,0.43143990516600433,0.15669168804009923,after_dropout
212183,88605,Hunt Research,2024-10-07,1037.0,1.0,-1.2704925015988282,1.7097309916712655,-2.217438431569495,1.4918521446918505,-1.4576304895649388,0.7166672112579244,2.270492501598828,-0.7097309916712655,0.18713798796611059,-3.1673614812362043,0.24094068963583637,0.15669168804009923,after_dropout
212184,88605,Hunt Research,2024-10-07,1037.0,0.19999999999999574,-2.0704925015988325,1.7097309916712655,-2.188321936189008,1.3358998434701206,-1.4576304895649388,0.7166672112579244,2.270492501598828,-1.5097309916712698,-0.6128620120338937,-3.1673614812362043,0.1981442792345451,0.15669168804009923,after_dropout
212039,88579,InsiderAdvantage,2024-10-08,800.0,2.0,0.28141528411934713,1.7097309916712655,-1.8442891908006713,1.2926312270730038,-1.3934752420438752,0.6612964399988844,1.7185847158806529,0.2902690083287345,1.6748905261632223,-3.1032062337151407,0.1392993321554197,0.15669168804009923,after_dropout
212190,88611,Emerson,2024-10-08,1000.0,0.7000000000000028,-0.863816755967336,1.7097309916712655,-1.702329970200954,1.1953962928465147,-1.3934752420438752,0.6612964399988845,1.5638167559673388,-1.0097309916712627,0.5296584860765392,-3.1032062337151407,0.1447865493779519,0.15669168804009923,after_dropout
212489,88671,J.L. Partners,2024-10-08,800.0,0.0,-1.6063376952055453,1.7097309916712655,-1.6919217002236744,1.1287299930463455,-1.3934752420438752,0.6612964399988845,1.6063376952055453,-1.7097309916712655,-0.21286245316167007,-3.1032062337151407,0.10842820401722579,0.15669168804009923,after_dropout
212316,88644,Fabrizio/GBAO,2024-10-08,600.0,1.0,-1.6063376952055455,1.7097309916712655,-1.6854207260770226,1.0850141828016884,-1.3934752420438752,0.6612964399988845,2.6063376952055455,-0.7097309916712655,-0.2128624531616703,-3.1032062337151407,0.07596015336364012,0.15669168804009923,after_dropout
212309,88644,Fabrizio/GBAO,2024-10-08,600.0,1.0,-1.6063376952055455,1.7097309916712655,-1.6797237796935007,1.0452029352889025,-1.3934752420438752,0.6612964399988845,2.6063376952055455,-0.7097309916712655,-0.2128624531616703,-3.1032062337151407,0.07203753220814624,0.15669168804009923,after_dropout
212270,88633,TIPP,2024-10-09,1079.0,-3.9000000000000057,-4.115281455242592,1.7097309916712655,-1.9841676687929737,1.045465770226358,-1.3524181681302276,0.6265719399144063,0.2152814552425862,-5.609730991671271,-2.762863287112364,-3.062149159801493,0.12499966318015304,0.15669168804009923,after_dropout
212273,88633,TIPP,2024-10-09,803.0,0.7000000000000028,0.4847185447574166,1.7097309916712655,-1.7798828977134686,1.001279144964565,-1.3524181681302276,0.6265719399144063,0.2152814552425862,-1.0097309916712627,1.8371367128876441,-3.062149159801493,0.08274369631062604,0.15669168804009923,after_dropout
212250,88629,Fabrizio/McLaughlin,2024-10-09,800.0,1.0,-1.5652814552425878,1.7097309916712655,-1.7634920911940462,0.9622819280228694,-1.3524181681302276,0.6265719399144063,2.5652814552425878,-0.7097309916712655,-0.21286328711236013,-3.062149159801493,0.07637789537060817,0.15669168804009923,after_dropout
212272,88633,TIPP,2024-10-09,1079.0,-3.6000000000000014,-3.8152814552425878,1.7097309916712655,-1.9620189223472981,0.9145436011959295,-1.3524181681302276,0.6265719399144063,0.2152814552425862,-5.309730991671267,-2.46286328711236,-3.062149159801493,0.09675790050959408,0.15669168804009923,after_dropout
212359,88662,Redfield & Wilton Strategies,2024-10-09,707.0,2.0,1.2021457543343348,1.7097309916712655,-1.7746756846955745,0.8870564720128744,-1.3524181681302276,0.6265719399144063,0.7978542456656653,0.2902690083287345,2.5545639224645624,-3.062149159801493,0.05920780262555649,0.15669168804009923,after_dropout
213056,88737,University of Massachusetts Lowell/YouGov,2024-10-09,800.0,-1.0,-1.031671225137856,1.7097309916712655,-1.7265985839879898,0.85787747256444,-1.3524181681302276,0.6265719399144063,0.031671225137855835,-2.7097309916712655,0.3207469429923717,-3.062149159801493,0.0647063420537247,0.15669168804009923,after_dropout
