pollster,house_effect,n_polls
Echelon Insights,5.937035616038519,2
Institute for Global Affairs/YouGov,4.859756355506785,1
co/efficient,3.1180995432585705,1
SoCal Research,3.033952692501082,1
Trafalgar Group,2.798362620357902,5
InsiderAdvantage,2.580150535534322,6
AtlasIntel,2.5784677043647672,12
Quantus Insights,2.563341904218314,1
Z to A Research,2.5208646282723057,2
Navigator,2.3029792720214433,2
Remington,2.2273058592148636,1
American Pulse,2.074829898646889,2
PPP,1.995766923829677,3
Fabrizio/GBAO,1.9328559013915179,2
Patriot Polling,1.912554037911085,3
Fabrizio/McLaughlin,1.9028661871613597,1
OnMessage Inc.,1.8243468382067332,2
Hunt Research,1.5658677910604288,2
Wick,1.5467075633787557,2
Fabrizio Ward,1.326919236778486,2
Emerson,1.3084758582356062,10
RMG Research,1.2273058592148636,1
RG Strategies,1.2153472645683592,1
Global Strategy Group/North Star Opinion Research,1.186793659361377,2
OnMessage Public Strategies,1.1384681209305443,1
J.L. Partners,0.9328559013915179,1
Redfield & Wilton Strategies,0.8232515585561527,13
North Star Opinion Research,0.763113161797618,2
Cygnal,0.7240223788643948,2
Civiqs,0.7201253091306624,1
CNN/SSRS,0.6865486760574925,2
Quantus Polls and News,0.6612869135243576,1
SoCal Strategies,0.5823300670525774,3
Monmouth,0.2708685266522942,2
The Washington Post,0.11681064958598684,4
Muhlenberg,-0.16449413170732763,2
Fabrizio,-0.22219588362919385,2
Research Co.,-0.2858451113398221,2
Beacon/Shaw,-0.34059321655150226,10
Spry Strategies,-0.35595881562159215,2
TIPP,-0.4471338128386416,4
University of Massachusetts Lowell/YouGov,-0.48074625604470966,3
Suffolk,-0.6490205870865524,2
Marist College,-0.9021638932645158,4
YouGov/Center for Working Class Politics,-0.9615318790694499,1
Susquehanna,-1.0289555154498793,3
YouGov,-1.1347633894501088,10
Focaldata,-1.2077888777598325,10
Fabrizio/Impact,-1.2867973611057786,2
ActiVote,-1.294333036906201,3
Morning Consult,-1.296900818980174,19
Siena/NYT,-1.3103908975195104,20
Data for Progress,-1.5380999829479107,1
Florida Atlantic University/Mainstreet Research,-1.5648477253012423,2
Quinnipiac,-1.5953424620512817,8
CES / YouGov,-1.6134033617931078,2
Benenson Strategy Group/GS Strategy Group,-1.7114790544177128,4
Washington Post/George Mason University,-1.8736552790050816,2
Bullfinch,-1.8790615702266895,8
Franklin and Marshall College,-1.969044322903238,5
Survation,-2.216344854355489,1
MassINC Polling Group,-3.2551888281470625,2
Public Opinion Strategies,-3.4575529484625473,1
GQR,-4.376373980397786,1
