pollster,house_effect,n_polls
SoCal Research,4.835143248179143,1
PPP,4.428456009082249,2
Global Strategy Group/North Star Opinion Research,2.94686922230084,2
AtlasIntel,2.8276686205033914,12
Fabrizio Ward,2.397313174316522,2
Public Opinion Strategies,2.2978743132682475,1
The Washington Post,2.224240847770728,2
Trafalgar Group,2.191950304534212,4
Fabrizio/Impact,2.117854814826883,4
Navigator,1.8836599606853885,2
Fabrizio/McLaughlin,1.6069029738649594,1
InsiderAdvantage,1.6001232929658273,5
Siena/NYT,1.5636787810948882,12
co/efficient,1.5286599526024747,1
Echelon Insights,1.4987806048239904,2
OnMessage Inc.,1.394376012017512,1
EPIC-MRA,1.2675508323689288,3
Redfield & Wilton Strategies,1.069532492136515,12
Z to A Research,1.0392058246680291,2
Quantus Insights,1.0242408477707254,1
Patriot Polling,0.9580174418497138,3
Civiqs,0.9568823938922115,1
Suffolk,0.762513414721244,2
Mitchell,0.7586956575267596,8
Emerson,0.7398682226093731,7
Cygnal,0.6247072140209926,1
Beacon/Shaw,0.5990977410218741,6
Washington Post/George Mason University,0.3474963875653076,2
ActiVote,0.3382748984067261,3
Glengariff Group Inc.,0.1503379433474366,4
MRG (Marketing Resource Group),-0.20643128284640772,1
SoCal Strategies,-0.22887713416891747,1
TIPP,-0.3013323942522384,4
Remington,-0.4618648416263012,1
RMG Research,-0.5271692987147873,2
Quinnipiac,-0.5592238015085746,6
YouGov,-0.7746451074457721,7
Benenson Strategy Group/GS Strategy Group,-1.0974621961897957,4
OnMessage Public Strategies,-1.1272532104160515,1
Florida Atlantic University/Mainstreet Research,-1.2450573132218443,2
Fabrizio/GBAO,-1.4467009624489837,2
Marist College,-1.9510208320252314,4
Research Co.,-2.1884476828499744,2
Morning Consult,-2.27647514893646,19
University of Massachusetts Lowell/YouGov,-2.91008496004592,2
Focaldata,-3.071649993337125,10
CNN/SSRS,-3.31127787341126,2
Susquehanna,-3.4565325693183735,1
Michigan State University/YouGov,-4.148007813347251,1
CES / YouGov,-4.410136701614017,2
RG Strategies,-4.727766096484677,1
Bullfinch,-5.162808380856564,4
