question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,sigma2_u
203624,87511,SoCal Research,2024-07-21,800.0,8.0,1.5772486162517865,1.4723355621959089,1.5772486162517865,3.44027115770291,0.5261417276176239,0.6573597651906686,6.4227513837482135,6.527664437804091,1.0511068886341626,-0.946193834578285,0.0,0.16546563852252152
203625,87511,SoCal Research,2024-07-21,800.0,6.0,-0.4227513837482135,1.4723355621959089,0.49095098178554,2.325305673574066,0.5261417276176239,0.6573597651906686,6.4227513837482135,4.527664437804091,-0.9488931113658374,-0.946193834578285,0.5431488172331232,0.16546563852252152
203979,87531,Marist College,2024-07-22,1117.0,1.0,1.418214807884047,1.4723355621959089,0.8676111116800369,1.8190448750274357,0.5272186296297507,0.5370705696616831,-0.4182148078840472,-0.4723355621959089,0.8909961782542963,-0.9451169325661581,0.4062060001621187,0.16546563852252152
203980,87531,Marist College,2024-07-22,1117.0,0.0,0.4182148078840472,1.4723355621959089,0.7302938097933315,1.5158664435472073,0.5272186296297507,0.5370705696616831,-0.4182148078840472,-1.4723355621959089,-0.10900382174570356,-0.9451169325661581,0.3055594821915639,0.16546563852252152
203777,87523,Morning Consult,2024-07-22,4001.0,2.0,3.2486841414458594,1.4723355621959089,1.9893316352839685,1.0719464068414417,0.5272186296297507,0.537070569661683,-1.2486841414458592,0.5276644378040911,2.721465511816109,-0.9451169325661581,0.49993752345152803,0.16546563852252152
204188,87555,YouGov,2024-07-23,1155.0,2.0,1.801015697745231,1.4723355621959089,1.9621383752867603,1.0605248039493824,0.31667475350109364,0.43382630735030475,0.19898430225476915,0.5276644378040911,1.4843409442441373,-1.1556608086948152,0.14440232915291423,0.16546563852252152
203948,87530,Ipsos,2024-07-23,1241.0,0.0,0.6008966446339853,1.4723355621959089,1.7555239403846254,0.9767290690778334,0.31667475350109364,0.43382630735030475,-0.6008966446339853,-1.4723355621959089,0.28422189113289165,-1.1556608086948152,0.15178379434713193,0.16546563852252152
204123,87539,RMG Research,2024-07-23,2000.0,2.0,0.8000527312560233,1.4723355621959089,1.5942501833245717,0.8904910428072159,0.31667475350109364,0.43382630735030475,1.1999472687439767,0.5276644378040911,0.48337797775492963,-1.1556608086948152,0.1687897610302007,0.16546563852252152
204106,87537,ActiVote,2024-07-23,1000.0,1.0,-0.2445049074542045,1.4723355621959089,1.459141862466565,0.8571511031369186,0.31667475350109364,0.43382630735030475,1.2445049074542045,-0.4723355621959089,-0.5611796609552981,-1.1556608086948152,0.07347814917580123,0.16546563852252152
204062,87536,YouGov,2024-07-23,1435.0,3.0,2.801015697745231,1.4723355621959089,1.6073556164535734,0.808428994410191,0.31667475350109364,0.43382630735030475,0.19898430225476915,1.5276644378040911,2.4843409442441375,-1.1556608086948152,0.11045282357430332,0.16546563852252152
203951,87530,Ipsos,2024-07-23,1018.0,-4.0,-3.3991033553660146,1.4723355621959089,1.2222497248984383,0.776713986680493,0.31667475350109353,0.43382630735030475,-0.6008966446339853,-5.472335562195909,-3.715778108867108,-1.1556608086948152,0.07692181114892245,0.16546563852252152
