pollster,house_effect,n_polls
SoCal Research,4.409304286683555,1
Global Strategy Group/North Star Opinion Research,3.4058328004508605,2
AtlasIntel,3.341285619109172,12
Trafalgar Group,2.607378429196132,4
Fabrizio/McLaughlin,2.4058972315853095,1
Fabrizio/Impact,2.157465573141545,4
The Washington Post,1.9084762866284781,2
Fabrizio Ward,1.908320541925089,2
InsiderAdvantage,1.6278348192593017,5
Siena/NYT,1.5746933219241093,12
Public Opinion Strategies,1.4094779674603846,1
OnMessage Inc.,1.4087673851672209,1
Echelon Insights,1.408666458425018,2
co/efficient,1.4071462497180518,1
Patriot Polling,1.241462618659285,3
Mitchell,1.1694663851917588,8
EPIC-MRA,1.0747133717427821,3
Redfield & Wilton Strategies,0.9910146296848397,12
Navigator,0.9093452415515809,2
Z to A Research,0.9078319142999342,2
Washington Post/George Mason University,0.9064590214738074,2
Emerson,0.8936287709965989,7
ActiVote,0.7408402650703954,3
Quantus Insights,0.7084762866284752,1
Suffolk,0.5073985536358443,2
MRG (Marketing Resource Group),0.5060804063096703,1
Beacon/Shaw,0.4086873138249862,6
Cygnal,0.4075102402152699,1
SoCal Strategies,0.40626345579337014,1
Glengariff Group Inc.,0.23262981314107192,4
RMG Research,-0.09377161272641107,2
Quinnipiac,-0.260126769493198,6
Florida Atlantic University/Mainstreet Research,-0.5911457830862566,2
Remington,-0.5936639964886831,1
OnMessage Public Strategies,-0.5941822905774911,1
Fabrizio/GBAO,-0.5941863032430209,2
TIPP,-0.7167829088088705,4
YouGov,-0.8773651340153865,7
Research Co.,-1.0926985880558113,2
Benenson Strategy Group/GS Strategy Group,-1.3423464496522741,4
Marist College,-2.092412252598778,4
Morning Consult,-2.458253073030819,18
University of Massachusetts Lowell/YouGov,-3.0928666442589625,2
Focaldata,-3.2950887758798735,10
Michigan State University/YouGov,-3.3940111569097264,1
CNN/SSRS,-3.5919072110572174,2
Susquehanna,-3.6916975361353526,1
CES / YouGov,-4.592004421745738,2
RG Strategies,-4.593917203254844,1
Bullfinch,-5.342080774169016,4
