pollster,house_effect,n_polls
RMG Research,3.424701084438612,1
PPP,3.419456196969895,1
Victory Insights,3.024116507661587,1
Washington Post/George Mason University,2.9242453775876145,2
SoCal Strategies,2.623515846980101,2
TIPP,2.423950935659745,1
Trafalgar Group,2.223326828905704,4
The Washington Post,1.9245635475037728,2
Fabrizio/Impact,1.9240016152496102,2
Patriot Polling,1.4736688333208936,2
University of Massachusetts Lowell/YouGov,1.4237417855907406,1
Redfield & Wilton Strategies,1.17317995777002,12
East Carolina University,1.0906027525395268,3
Quantus Polls and News,1.0239617410602502,1
Cygnal,0.7563695401151556,3
InsiderAdvantage,0.6988956815794064,4
Fabrizio/McLaughlin,0.424394591618194,1
Florida Atlantic University/Mainstreet Research,0.4238621598499515,2
Navigator,0.42129491771199906,2
AtlasIntel,0.26562180300391236,12
Emerson,0.19065321691135062,6
Morning Consult,-0.038529788674121566,19
Global Strategy Group/North Star Opinion Research,-0.07543645249622717,2
Fabrizio/GBAO,-0.07558743454881052,2
Marist College,-0.0757515042020032,4
CES / YouGov,-0.07627694128011993,2
YouGov,-0.24286870381998193,6
Beacon/Shaw,-0.2759786700707672,10
Focaldata,-0.3446203547569408,10
Meredith College,-0.575752800527154,1
YouGov Blue,-0.5785691490467856,1
ActiVote,-0.7094511845445122,3
CNN/SSRS,-1.075713212777656,2
Spry Strategies,-1.1773536416401853,2
Bullfinch,-1.5754000624987445,1
High Point University,-1.5754364524962272,2
SurveyUSA,-1.576614576124338,5
Quinnipiac,-1.909053672030201,6
Siena/NYT,-2.0766262551962726,12
Benenson Strategy Group/GS Strategy Group,-2.07727662647764,4
