question_id,poll_id,pollster,end_date,sample_size,poll_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,total_error,sampling_noise,systematic_bias,weight,period
142439,74819,McLaughlin,2021-05-18,1000.0,4.0,1.4723355621959089,4.0,3.130267344335017,2.3679026950539397,2.5126651936214257,2.5276644378040913,1.6320973049460603,0.8955671328580308,0.0,before_dropout
142946,74998,McLaughlin,2021-06-20,1000.0,4.0,1.4723355621959089,4.0,2.589294954434986,0.08914148347859951,1.8624293660282307,2.5276644378040913,3.9108585165214005,-1.3831940787173094,0.7144552814431451,before_dropout
142927,74995,Echelon Insights,2021-06-22,1001.0,-7.0,1.4723355621959089,-1.1230088689130842,2.0062374293033978,-0.39451915221260736,1.8568651656666613,-8.472335562195909,-6.605480847787392,-1.8668547144085164,0.46572807899209856,before_dropout
144007,75491,McLaughlin,2021-08-03,1000.0,3.0,1.4723355621959089,1.734758998909546,2.564852097914478,2.756925985332466,2.2513566472703355,1.5276644378040911,0.24307401466753387,1.2845904231365572,0.6931267816011273,before_dropout
145354,76285,McLaughlin,2021-09-14,1000.0,2.0,1.4723355621959089,1.9242181191675494,2.6180778032012637,5.462429979512934,1.977463399357998,0.5276644378040911,-3.462429979512934,3.9900944173170254,0.7142904734905328,before_dropout
145617,76441,Rasmussen,2021-09-22,1000.0,13.0,1.4723355621959089,7.821577879115367,2.180678584136428,7.174456215471746,1.9205992940759682,11.527664437804091,5.825543784528254,5.702120653275838,0.5324553899128045,before_dropout
146596,76905,McLaughlin,2021-10-18,1000.0,3.0,1.4723355621959089,4.828615175843185,2.4272362311989264,5.70763338169895,2.0375735590211073,1.5276644378040911,-2.70763338169895,4.2352978195030415,0.6207434118685878,before_dropout
150177,77744,Redfield & Wilton Strategies,2021-11-15,1500.0,9.0,1.4723355621959089,8.080811986378565,1.9637008919579144,7.439576008015704,1.4662705219940115,7.527664437804091,1.5604239919842957,5.967240445819796,0.779644398114903,before_dropout
150354,77791,McLaughlin,2021-11-16,1000.0,8.0,1.4723355621959089,8.055069375141368,1.7059506100271524,7.370636385832315,1.4757842537390946,6.527664437804091,0.6293636141676853,5.898300823636406,0.3185494181098964,before_dropout
150942,77982,Harris Poll,2021-12-02,1989.0,9.0,1.4723355621959089,8.695641028851353,1.7532574698190229,5.810653974118709,1.291684184680367,7.527664437804091,3.1893460258812913,4.3383184119228,0.6779033686264736,before_dropout
150957,78037,Redfield & Wilton Strategies,2021-12-05,1500.0,1.0,1.4723355621959089,5.024276138762581,1.502603281840799,4.6433729654232225,1.242888097408083,-0.4723355621959089,-3.6433729654232225,3.171037403227314,0.4770707048736597,before_dropout
150959,78037,Redfield & Wilton Strategies,2021-12-05,1148.0,4.0,1.4723355621959089,4.7732451963144635,1.3055527400087175,4.6433729654232225,1.242888097408083,2.5276644378040913,-0.6433729654232225,3.171037403227314,0.24508131445040354,before_dropout
151776,78272,Redfield & Wilton Strategies,2022-01-09,1500.0,2.0,1.4723355621959089,2.6599940586455144,1.9643925099222617,3.5377750886605313,1.3275957869232133,0.5276644378040911,-1.5377750886605313,2.0654395264646226,0.7620138098417619,before_dropout
151778,78272,Redfield & Wilton Strategies,2022-01-09,1261.0,0.0,1.4723355621959089,1.669367843215415,1.5561947935098805,3.5377750886605313,1.3275957869232133,-1.4723355621959089,-3.5377750886605313,2.0654395264646226,0.37241670228937734,before_dropout
151940,78297,McLaughlin,2022-01-18,1000.0,11.0,1.4723355621959089,5.463370883427206,1.910765049359466,6.416418220389421,1.3774915147689528,9.527664437804091,4.583581779610579,4.944082658193512,0.4066180057749953,before_dropout
152062,78328,Harris Poll,2022-01-20,1815.0,10.0,1.4723355621959089,7.655072233647466,1.521757186243854,6.632855258592382,1.3563681141919948,8.527664437804091,3.3671447414076177,5.160519696396474,0.483112305172521,before_dropout
152591,78425,Redfield & Wilton Strategies,2022-02-06,1500.0,3.0,1.4723355621959089,4.61918409895726,1.804695515704797,3.521833995362107,1.2574334528063056,1.5276644378040911,-0.521833995362107,2.049498433166198,0.6521677822196642,before_dropout
152593,78425,Redfield & Wilton Strategies,2022-02-06,1205.0,3.0,1.4723355621959089,4.09897672433453,1.4867915059365933,3.521833995362107,1.2574334528063056,1.5276644378040911,-0.521833995362107,2.049498433166198,0.32127747237496923,before_dropout
152619,78430,Susquehanna,2022-02-09,800.0,-1.0,1.4723355621959089,2.911141664156672,1.6277525866391729,3.1971162425365365,1.3846908264221944,-2.4723355621959087,-4.197116242536536,1.7247806803406276,0.23295557606862444,before_dropout
152912,78491,McLaughlin,2022-02-22,1000.0,7.0,1.4723355621959089,4.81226431825722,2.0739504535949536,3.77881171619511,1.1395482937381662,5.527664437804091,3.22118828380489,2.306476153999201,0.46495194940727647,before_dropout
152896,78490,Redfield & Wilton Strategies,2022-02-23,1500.0,-1.0,1.4723355621959089,1.8697833319361041,1.5259194105772416,3.6792034223558554,1.0518672705947698,-2.4723355621959087,-4.679203422355855,2.2068678601599467,0.5062538152434548,before_dropout
