question_id,poll_id,pollster,end_date,sample_size,poll_margin,corrected_margin,true_margin,filtered,filtered_se,smoothed,smoothed_se,house_effect_assigned,total_error,sampling_noise,residual_systematic_bias,weight,period
203394,87450,SurveyUSA,2024-04-22,1109.0,7.0,6.905951561360408,1.4723355621959089,6.905951561360408,2.7973863375273327,5.50588679424141,2.0668666402937657,0.09404843863959243,5.527664437804091,1.400064767118998,4.033551232045501,0.0,before_dropout
199334,86965,McLaughlin,2024-05-15,1000.0,7.0,4.547210002056625,1.4723355621959089,5.52318347851066,2.2778790698455724,4.662343974940262,1.8479472713203189,2.452789997943375,5.527664437804091,-0.11513397288363691,3.190008412744353,0.5862312797243848,before_dropout
201737,87276,Data for Progress,2024-06-28,1011.0,3.0,3.2408330908323997,1.4723355621959089,4.13724948563095,2.362303897636156,3.1659374071508335,0.9526900143326172,-0.2408330908323998,1.5276644378040911,0.07489568368156618,1.6936018449549246,0.6072397999719764,before_dropout
201882,87294,CNN/SSRS,2024-06-30,1274.0,2.0,0.33552544690347763,1.4723355621959089,2.413072774056272,1.8093199016143071,3.094577656962535,0.7783149515995246,1.6644745530965224,0.5276644378040911,-2.7590522100590578,1.6222420947666263,0.45352495184048164,before_dropout
202057,87304,HarrisX,2024-06-30,1500.0,6.0,4.835248091360854,1.4723355621959089,3.2126978611784542,1.4808519730113907,3.094577656962535,0.7783149515995247,1.164751908639146,4.527664437804091,1.7406704343983188,1.6222420947666263,0.33012684152525024,before_dropout
202058,87304,HarrisX,2024-06-30,1500.0,3.0,1.835248091360854,1.4723355621959089,2.821436130592881,1.2530073785066276,3.094577656962535,0.7783149515995247,1.164751908639146,1.5276644378040911,-1.2593295656016812,1.6222420947666263,0.2840479116979949,before_dropout
202059,87304,HarrisX,2024-06-30,1500.0,5.0,3.835248091360854,1.4723355621959089,3.0503488375560983,1.1025083343690183,3.094577656962535,0.7783149515995247,1.164751908639146,3.5276644378040913,0.7406704343983188,1.6222420947666263,0.22579404842473316,before_dropout
201923,87298,YouGov,2024-07-01,1176.0,2.0,1.8440194526781648,1.4723355621959089,2.8648980586989925,1.0964206281352409,3.1020366062364477,0.7666561678125929,0.15598054732183514,0.5276644378040911,-1.258017153558283,1.6297010440405388,0.15373146106017396,before_dropout
202062,87297,Ipsos,2024-07-02,1070.0,1.0,1.850963026754846,1.4723355621959089,2.699045650356074,1.0848784885942848,3.142474062564721,0.7519032252817799,-0.850963026754846,-0.4723355621959089,-1.291511035809875,1.670138500368812,0.16357301317906783,before_dropout
201892,87297,Ipsos,2024-07-02,892.0,1.0,1.850963026754846,1.4723355621959089,2.6058030951640947,1.0235038675047405,3.142474062564721,0.7519032252817799,-0.850963026754846,-0.4723355621959089,-1.291511035809875,1.670138500368812,0.10994513104871963,before_dropout
